,name,category,ingredient
2371,S & V,Rum - Daiquiris,Fresh Lime Juice
2372,Rum Toddy (Cold),Rum - Daiquiris,Light or dark rum
2373,Rum Toddy (Cold),Rum - Daiquiris,Water
2374,Rum Toddy (Cold),Rum - Daiquiris,Simple Syrup
2375,Rum Toddy (Cold),Rum - Daiquiris,Brandy
2376,Deauville Cocktail,Brandy,Brandy
2377,Deauville Cocktail,Brandy,Apple Brandy
2378,Deauville Cocktail,Brandy,Triple Sec
2379,Deauville Cocktail,Brandy,Fresh lemon juice
2380,Deauville Cocktail,Brandy,Dry Vermouth
2381,Allies Cocktail,Cocktail Classics,Dry Vermouth
2382,Allies Cocktail,Cocktail Classics,Gin
2383,Allies Cocktail,Cocktail Classics,Kummel
2384,Rum Swizzle,Rum - Daiquiris,Light or dark rum
2385,Rum Swizzle,Rum - Daiquiris,Fresh Lime Juice
2386,Rum Swizzle,Rum - Daiquiris,Simple Syrup
2387,Rum Swizzle,Rum - Daiquiris,Angostura Bitters
2388,A. J.,Cocktail Classics,Applejack
2389,A. J.,Cocktail Classics,Grapefruit Juice
2390,After Supper Cocktail,Cocktail Classics,Apricot-Flavored Brandy
2391,After Supper Cocktail,Cocktail Classics,Triple Sec
2392,After Supper Cocktail,Cocktail Classics,Lemon Juice
2393,Rum Sour,Rum - Daiquiris,Light Rum
2394,Rum Sour,Rum - Daiquiris,Fresh lemon juice
2395,Rum Sour,Rum - Daiquiris,Simple Syrup
2396,Acapulco,Cocktail Classics,Light Rum
2397,Acapulco,Cocktail Classics,Lime Juice
2398,Acapulco,Cocktail Classics,Triple Sec
2399,Acapulco,Cocktail Classics,Sugar
2400,Acapulco,Cocktail Classics,Egg White
2401,Absinthe Drip Cocktail,Cocktail Classics,Anis
2402,Absinthe Drip Cocktail,Cocktail Classics,Sugar
2403,Ambrosia,Cocktail Classics,Applejack
2404,Ambrosia,Cocktail Classics,Brandy
2405,Ambrosia,Cocktail Classics,Triple Sec
2406,Rum Screwdriver,Rum - Daiquiris,Light Rum
2407,Rum Screwdriver,Rum - Daiquiris,Orange juice
2408,Rum Rickey,Rum - Daiquiris,Light Rum
2409,Rum Rickey,Rum - Daiquiris,Fresh Lime Juice
2410,Scotch Cocktail,Cocktail Classics,Old Mr. Boston Creme de Menthe (White)
2411,Scotch Cocktail,Cocktail Classics,Desmond & Duff Scotch Whisky
2412,Rum Relaxer,Rum - Daiquiris,Light Rum
2413,Rum Relaxer,Rum - Daiquiris,Pineapple Juice
2414,Rum Relaxer,Rum - Daiquiris,Grenadine
2415,Rum Old-Fashioned,Rum - Daiquiris,Light Rum
2416,Rum Old-Fashioned,Rum - Daiquiris,151-Proof Rum
2417,Rum Old-Fashioned,Rum - Daiquiris,Simple Syrup
2418,Rum Old-Fashioned,Rum - Daiquiris,Angostura Bitters
2419,Rum Martini,Rum - Daiquiris,Light Rum
2420,Rum Martini,Rum - Daiquiris,Dry Vermouth
2421,Rum Highball,Rum - Daiquiris,Light or dark rum
2422,Rum Fix,Rum - Daiquiris,Light Rum
2423,Rum Fix,Rum - Daiquiris,Fresh lemon or lime juice
2424,Rum Fix,Rum - Daiquiris,Simple Syrup
2425,Rum Daisy,Rum - Daiquiris,Light Rum
2426,Rum Daisy,Rum - Daiquiris,Fresh lemon juice
2427,Rum Daisy,Rum - Daiquiris,Simple Syrup
2428,Rum Daisy,Rum - Daiquiris,Grenadine
2429,D'artagnan,Brandy,Armagnac
2430,D'artagnan,Brandy,Grand Marnier
2431,D'artagnan,Brandy,Simple Syrup
2432,D'artagnan,Brandy,Orange juice
2433,D'artagnan,Brandy,Chilled Champagne
2434,Rum Cooler,Rum - Daiquiris,Light Rum
2435,Rum Cooler,Rum - Daiquiris,Simple Syrup
2436,Rum Cooler,Rum - Daiquiris,Soda water
2437,Rum Collins,Rum - Daiquiris,Light Rum
2438,Rum Collins,Rum - Daiquiris,Fresh Lime Juice
2439,Rum Collins,Rum - Daiquiris,Simple Syrup
2440,Seaboabd,Cocktail Classics,Old Mr. Boston Blended Whiskey
2441,Seaboabd,Cocktail Classics,Old Mr. Boston Dry Gin
2442,Seaboabd,Cocktail Classics,Lemon Juice
2443,Seaboabd,Cocktail Classics,Powdered Sugar
2444,Rum Cobbler,Rum - Daiquiris,Light Rum
2445,Rum Cobbler,Rum - Daiquiris,Simple Syrup
2446,Robson Cocktail,Rum - Daiquiris,Jamaica Rum
2447,Robson Cocktail,Rum - Daiquiris,Fresh lemon juice
2448,Robson Cocktail,Rum - Daiquiris,Fresh orange juice
2449,Robson Cocktail,Rum - Daiquiris,Grenadine
2450,Rio Fix,Rum - Daiquiris,Absinthe or pastis
2451,Rio Fix,Rum - Daiquiris,Cachaca
2452,Rio Fix,Rum - Daiquiris,Maraschino liqueur
2453,Rio Fix,Rum - Daiquiris,Fresh Lime Juice
2454,Rio Fix,Rum - Daiquiris,Pineapple Juice
2455,Ringo Starr,Rum - Daiquiris,Red grapes
2456,Ringo Starr,Rum - Daiquiris,Lemon
2457,Ringo Starr,Rum - Daiquiris,Fresh mint leaves
2458,Ringo Starr,Rum - Daiquiris,Sugar cube
2459,Ringo Starr,Rum - Daiquiris,African rum
2460,Restless Native,Rum - Daiquiris,Coconut rum
2461,Restless Native,Rum - Daiquiris,White creme de cacao
2462,Restless Native,Rum - Daiquiris,Fresh Lime Juice
2463,Restless Native,Rum - Daiquiris,Light Rum
2464,Quarter Deck Cocktail,Rum - Daiquiris,Light Rum
2465,Quarter Deck Cocktail,Rum - Daiquiris,Cream sherry
2466,Quarter Deck Cocktail,Rum - Daiquiris,Fresh Lime Juice
2467,Quaker's Cocktail,Rum - Daiquiris,Light Rum
2468,Quaker's Cocktail,Rum - Daiquiris,Brandy
2469,Quaker's Cocktail,Rum - Daiquiris,Fresh lemon juice
2470,Quaker's Cocktail,Rum - Daiquiris,Raspberry Syrup
2471,Puerto Rican Rum Daisy,Rum - Daiquiris,Dark rum
2472,Puerto Rican Rum Daisy,Rum - Daiquiris,Orange curacao
2473,Puerto Rican Rum Daisy,Rum - Daiquiris,Fresh lemon juice
2474,Puerto Rican Rum Daisy,Rum - Daiquiris,each Orange juice and simple syrup
2475,Puerto Rican Rum Daisy,Rum - Daiquiris,Angostura Bitters
2476,Cuban Cocktail No. 2,Brandy,Brandy
2477,Cuban Cocktail No. 2,Brandy,Light Rum
2478,Cuban Cocktail No. 2,Brandy,Apricot-Flavored Brandy
2479,Cuban Cocktail No. 2,Brandy,Fresh Lime Juice
2480,Prohibition Punch,Rum - Daiquiris,Dark rum
2481,Prohibition Punch,Rum - Daiquiris,Grand Marnier
2482,Prohibition Punch,Rum - Daiquiris,Passion Fruit Juice
2483,Prohibition Punch,Rum - Daiquiris,Cranberry Juice
2484,Prohibition Punch,Rum - Daiquiris,Fresh lemon juice
2485,Prohibition Punch,Rum - Daiquiris,Champagne
2486,Prairie Oyster Cocktail,Cocktail Classics,Old Mr. Boston Five Star Brandy
2487,Prairie Oyster Cocktail,Cocktail Classics,Worcestershire Sauce
2488,Prairie Oyster Cocktail,Cocktail Classics,Tomato Catsup
2489,Prairie Oyster Cocktail,Cocktail Classics,Vinegar
2490,Prairie Oyster Cocktail,Cocktail Classics,Pepper
2491,Prairie Oyster Cocktail,Cocktail Classics,"Egg Yolk, 1 oz"
2492,Poker Cocktail,Rum - Daiquiris,Light Rum
2493,Poker Cocktail,Rum - Daiquiris,Sweet Vermouth
2494,Planter's Punch No. 2,Rum - Daiquiris,Light Rum
2495,Planter's Punch No. 2,Rum - Daiquiris,Orange juice
2496,Planter's Punch No. 2,Rum - Daiquiris,"each Fresh Lime Juice, jamaica rum, grenadine"
2497,Planter's Punch No. 2,Rum - Daiquiris,Pineapple Juice
2498,Planter's Punch No. 2,Rum - Daiquiris,"each Fresh lemon juice, triple sec"
2499,Planter's Punch No. 1,Rum - Daiquiris,Light Rum
2500,Planter's Punch No. 1,Rum - Daiquiris,Fresh Lime Juice
2501,Planter's Punch No. 1,Rum - Daiquiris,Simple Syrup
2502,Planter's Punch No. 1,Rum - Daiquiris,Soda water
2503,Planter's Punch No. 1,Rum - Daiquiris,Grenadine
2504,Planter's Cocktail,Rum - Daiquiris,Jamaica Rum
2505,Planter's Cocktail,Rum - Daiquiris,Fresh lemon juice
2506,Planter's Cocktail,Rum - Daiquiris,Simple Syrup
2507,Pink Paradise,Rum - Daiquiris,Coconut-flavored rum
2508,Pink Paradise,Rum - Daiquiris,Amaretto
2509,Pink Paradise,Rum - Daiquiris,Cranberry Juice
2510,Pink Paradise,Rum - Daiquiris,Pineapple Juice
2511,Pink Creole,Rum - Daiquiris,Light Rum
2512,Pink Creole,Rum - Daiquiris,Fresh Lime Juice
2513,Pink Creole,Rum - Daiquiris,Grenadine
2514,Pink Creole,Rum - Daiquiris,half-and-half
2515,Pineapple Fizz,Rum - Daiquiris,Light Rum
2516,Pineapple Fizz,Rum - Daiquiris,Pineapple Juice
2517,Pineapple Fizz,Rum - Daiquiris,Simple Syrup
2518,Pineapple Cocktail,Rum - Daiquiris,Light Rum
2519,Pineapple Cocktail,Rum - Daiquiris,Pineapple Juice
2520,Pineapple Cocktail,Rum - Daiquiris,Fresh lemon juice
2521,Pearl Button,Rum - Daiquiris,Cachaca (Brazilian rum)
2522,Pearl Button,Rum - Daiquiris,Lillet Blanc
2523,Pearl Button,Rum - Daiquiris,Fresh Lime Juice
2524,The Crux,Brandy,Dubonnet
2525,The Crux,Brandy,Triple Sec
2526,The Crux,Brandy,Brandy
2527,The Crux,Brandy,Fresh lemon juice
2528,Paris When It Sizzles,Rum - Daiquiris,Elderflower liqueur
2529,Paris When It Sizzles,Rum - Daiquiris,Dark rum
2530,Paris When It Sizzles,Rum - Daiquiris,Fresh Lime Juice
2531,Paris When It Sizzles,Rum - Daiquiris,Angostura Bitters
2532,Palmetto Cocktail,Rum - Daiquiris,Light Rum
2533,Palmetto Cocktail,Rum - Daiquiris,Dry Vermouth
2534,Palmetto Cocktail,Rum - Daiquiris,Angostura Bitters
2535,Paddington,Rum - Daiquiris,Absinthe
2536,Paddington,Rum - Daiquiris,Light Rum
2537,Paddington,Rum - Daiquiris,Lillet Blanc
2538,Paddington,Rum - Daiquiris,Fresh grapefruit juice
2539,Paddington,Rum - Daiquiris,Fresh lemon juice
2540,Paddington,Rum - Daiquiris,"Orange marmalade, grapefruit twist"
2541,The Old Cuban,Rum - Daiquiris,mint leaves
2542,The Old Cuban,Rum - Daiquiris,Simple Syrup
2543,The Old Cuban,Rum - Daiquiris,Fresh Lime Juice
2544,The Old Cuban,Rum - Daiquiris,Dark rum
2545,The Old Cuban,Rum - Daiquiris,Angostura Bitters
2546,The Old Cuban,Rum - Daiquiris,"Champagne, chopped fresh mint"
2547,"Oh, Gosh!",Rum - Daiquiris,Light Rum
2548,"Oh, Gosh!",Rum - Daiquiris,Triple Sec
2549,"Oh, Gosh!",Rum - Daiquiris,Fresh Lime Juice
2550,Night Cap,Rum - Daiquiris,Light Rum
2551,Night Cap,Rum - Daiquiris,Simple Syrup
2552,New Orleans Buck,Rum - Daiquiris,Light Rum
2553,New Orleans Buck,Rum - Daiquiris,Fresh orange juice
2554,New Orleans Buck,Rum - Daiquiris,Fresh lemon juice
2555,Nevada Cocktail,Rum - Daiquiris,Light Rum
2556,Nevada Cocktail,Rum - Daiquiris,Grapefruit Juice
2557,Nevada Cocktail,Rum - Daiquiris,Fresh Lime Juice
2558,Nevada Cocktail,Rum - Daiquiris,Simple Syrup
2559,Nevada Cocktail,Rum - Daiquiris,Angostura Bitters
2560,Moonquake Shake,Rum - Daiquiris,Dark rum
2561,Moonquake Shake,Rum - Daiquiris,Coffee-flavored brandy
2562,Moonquake Shake,Rum - Daiquiris,Fresh lemon juice
2563,Monkey Wrench,Rum - Daiquiris,Light Rum
2564,Creme De Cafe,Brandy,Coffee-flavored brandy
2565,Creme De Cafe,Brandy,Light Rum
2566,Creme De Cafe,Brandy,Anisette
2567,Creme De Cafe,Brandy,half-and-half
2568,Margarita,Cocktail Classics,Blanco tequila
2569,Margarita,Cocktail Classics,Cointreau or triple sec
2570,Margarita,Cocktail Classics,Fresh Lime Juice
2571,Mojito,Rum - Daiquiris,Lime wedges
2572,Mojito,Rum - Daiquiris,Fresh mint leaves
2573,Mojito,Rum - Daiquiris,Simple Syrup
2574,Mojito,Rum - Daiquiris,Light Rum
2575,Champagne Flamingo,Vodka,Vodka
2576,Champagne Flamingo,Vodka,Campari
2577,Champagne Flamingo,Vodka,Chilled Champagne
2578,Thunder and Lightning Cocktail,Cocktail Classics,Egg Yolk
2579,Thunder and Lightning Cocktail,Cocktail Classics,Powdered Sugar
2580,Thunder and Lightning Cocktail,Cocktail Classics,Old Mr. Boston Five Star Brandy
2581,Casco Bay Lemonade,Vodka,Citrus-flavored vodka
2582,Casco Bay Lemonade,Vodka,Simple Syrup
2583,Casco Bay Lemonade,Vodka,Fresh lemon juice
2584,Casco Bay Lemonade,Vodka,Cranberry Juice
2585,Caribbean Cruise,Vodka,Vodka
2586,Caribbean Cruise,Vodka,Light Rum
2587,Caribbean Cruise,Vodka,Coconut-flavored rum
2588,Caribbean Cruise,Vodka,Grenadine
2589,Caribbean Cruise,Vodka,Pineapple Juice
2590,Cappuccino Cocktail,Vodka,Vodka
2591,Cappuccino Cocktail,Vodka,Coffee-flavored brandy
2592,Cappuccino Cocktail,Vodka,half-and-half
2593,Cappuccino Cocktail,Vodka,Vodka
2594,Cappuccino Cocktail,Vodka,Cranberry Juice
2595,Cape Codder,Tequila,Vodka
2596,Cape Codder,Tequila,Cranberry Juice
2597,Cape Codder,Tequila,Old Mr. Boston Anisette
2598,Cape Codder,Tequila,Old Mr. Boston Five Star Brandy
2599,Cape Codder,Tequila,Egg White
2600,Baltimore Bracer Cocktail,Cocktail Classics,Old Mr. Boston Anisette
2601,Baltimore Bracer Cocktail,Cocktail Classics,Old Mr. Boston Five Star Brandy
2602,Baltimore Bracer Cocktail,Cocktail Classics,Egg White
2603,Caesar,Vodka,"Lemon wedge, celery salt"
2604,Caesar,Vodka,Vodka
2605,Caesar,Vodka,Tomato-clam juice
2606,Caesar,Vodka,Prepared horseradish
2607,Caesar,Vodka,"each Worcestershire Sauce, salt, ground black pepper"
2608,Bull Shot,Vodka,Vodka
2609,Bull Shot,Vodka,Cold beef bouillon
2610,Bull Shot,Vodka,Worcestershire Sauce
2611,Bull Shot,Vodka,Salt
2612,Bull Shot,Vodka,Freshly ground black pepper
2613,Bullfrog,Vodka,Vodka
2614,Bullfrog,Vodka,Lemonade
2615,Boston Gold,Vodka,Vodka
2616,Boston Gold,Vodka,Creme de banana
2617,Boston Gold,Vodka,Fresh orange juice
2618,Corpse Reviver No. 1,Brandy,Cognac
2619,Corpse Reviver No. 1,Brandy,"Calvados, apple brandy, or applejack"
2620,Corpse Reviver No. 1,Brandy,Sweet Vermouth
2621,Thanksgiving Special Cocktail,Cocktail Classics,Old Mr. Boston Apricot Flavored Brandy
2622,Thanksgiving Special Cocktail,Cocktail Classics,Old Mr. Boston Dry Gin
2623,Thanksgiving Special Cocktail,Cocktail Classics,Dry Vermouth
2624,Thanksgiving Special Cocktail,Cocktail Classics,Lemon Juice
2625,Tequini Cocktail,Cocktail Classics,Old Mr. Boston Tequila
2626,Tequini Cocktail,Cocktail Classics,Dry Vermouth
2627,Tequini Cocktail,Cocktail Classics,Bitters
2628,Bordeaux Cocktail,Vodka,Citrus-flavored vodka
2629,Bordeaux Cocktail,Vodka,Lillet Blanc
2630,Bolshoi Punch,Vodka,Vodka
2631,Bolshoi Punch,Vodka,Fresh lemon juice
2632,Bolshoi Punch,Vodka,Simple Syrup
2633,Bolshoi Punch,Vodka,Light Rum
2634,Bolshoi Punch,Vodka,Creme de Cassis
2635,Blue Lagoon,Vodka,Vodka
2636,Blue Lagoon,Vodka,Blue curacao
2637,Blue Lagoon,Vodka,Fresh lemon juice
2638,Blue Lagoon,Vodka,Simple Syrup
2639,Stinger Cocktail,Cocktail Classics,Old Mr. Boston White Creme de Menthe
2640,Stinger Cocktail,Cocktail Classics,Old Mr. Boston Five Star Brandy
2641,Bloody Mary,Vodka,Vodka
2642,Bloody Mary,Vodka,Tomato Juice
2643,Bloody Mary,Vodka,Fresh Lime Juice
2644,Bloody Mary,Vodka,Worcestershire Sauce
2645,Bloody Mary,Vodka,hot red pepper sauce
2646,Spritzer Highball,Cocktail Classics,chilled Rhine wine or Sauterne
2647,Bloody Bull,Vodka,Vodka
2648,Bloody Bull,Vodka,Tomato Juice
2649,Bloody Bull,Vodka,Cold beef bouillon
2650,The Blood Orange,Vodka,Orange-flavored vodka
2651,The Blood Orange,Vodka,Campari
2652,Black Russian,Vodka,Vodka
2653,Black Russian,Vodka,Coffee liqueur
2654,Black Magic,Vodka,Vodka
2655,Black Magic,Vodka,Coffee liqueur
2656,Black Magic,Vodka,Fresh lemon juice
2657,Black Cherry Chocolate,Vodka,Black cherry-flavored vodka
2658,Black Cherry Chocolate,Vodka,White chocolate liqueur
2659,Black Cherry Chocolate,Vodka,Black cherry juice
2660,Victor Collins,Cocktail Classics,Old Mr. Boston Vodka
2661,Victor Collins,Cocktail Classics,Unsweetened Grape Juice
2662,Victor Collins,Cocktail Classics,Lemon Juice
2663,Victor Collins,Cocktail Classics,Powdered Sugar
2664,Snowball Cocktail,Cocktail Classics,Old Mr. Boston Dry Gin
2665,Snowball Cocktail,Cocktail Classics,Old Mr. Boston Anisette
2666,Snowball Cocktail,Cocktail Classics,Sweet Cream
2667,Violet Fizz,Cocktail Classics,Juice of a Lemon
2668,Violet Fizz,Cocktail Classics,Powdered Sugar
2669,Violet Fizz,Cocktail Classics,Old Mr. Boston Dry Gin
2670,Violet Fizz,Cocktail Classics,Creme Yvette
2671,Bikini,Vodka,Vodka
2672,Bikini,Vodka,Light Rum
2673,Bikini,Vodka,Fresh lemon juice
2674,Bikini,Vodka,Milk
2675,Bikini,Vodka,Simple Syrup
2676,Cold Deck Cocktail,Brandy,Brandy
2677,Cold Deck Cocktail,Brandy,Sweet Vermouth
2678,Cold Deck Cocktail,Brandy,White creme de menthe
2679,The Big Crush,Vodka,Raspberry-flavored vodka
2680,The Big Crush,Vodka,Triple Sec
2681,The Big Crush,Vodka,Raspberry-flavored liqueur
2682,The Big Crush,Vodka,Fresh Lime Juice
2683,Bianca,Vodka,"Lime wedge, superfine sugar"
2684,Bianca,Vodka,Citrus-flavored vodka
2685,Bianca,Vodka,Pomegranate juice
2686,Bianca,Vodka,Fresh Lime Juice
2687,Bianca,Vodka,Simple Syrup
2688,Bianca,Vodka,"Fresh lemon juice, lemon twiste, fresh pomegranate seeds"
2689,Bella Fragolia,Vodka,"Strawberry, chopped"
2690,Bella Fragolia,Vodka,Fresh basil leaves
2691,Bella Fragolia,Vodka,Vodka
2692,Bella Fragolia,Vodka,Fresh lemon juice
2693,Bella Fragolia,Vodka,Simple Syrup
2694,Beer Buster,Vodka,Vodka
2695,Beer Buster,Vodka,Hot red pepper sauce
2696,Basil 8,Vodka,Fresh basil leaves
2697,Basil 8,Vodka,White grapes
2698,Basil 8,Vodka,Vodka
2699,Basil 8,Vodka,Fresh Lime Juice
2700,Basil 8,Vodka,"each Simple Syrup, angostura bitters"
2701,Shamrock Cocktail,Cocktail Classics,Irish Whiskey
2702,Shamrock Cocktail,Cocktail Classics,Dry Vermouth
2703,Shamrock Cocktail,Cocktail Classics,Old Mr. Boston Green Creme de Menthe
2704,Aqueduct,Vodka,Vodka
2705,Aqueduct,Vodka,Fresh Lime Juice
2706,Aqueduct,Vodka,White curacao or triple sec
2707,Aqueduct,Vodka,Apricot-Flavored Brandy
2708,Scotch Whisky Highball,Cocktail Classics,Desmond & Duff Scotch Whisky
2709,Alfie Cocktail,Vodka,lemon-flavored vodka
2710,Alfie Cocktail,Vodka,Pineapple Juice
2711,Alfie Cocktail,Vodka,Triple Sec
2712,Admiral Perry,Vodka,Pear-flavored vodka
2713,Admiral Perry,Vodka,Cinnamon schnapps
2714,Admiral Perry,Vodka,Dry Vermouth
2715,Admiral Perry,Vodka,White creme de cacao
2716,Yellow Rose Of Texas,Tequila,Blanco tequila
2717,Yellow Rose Of Texas,Tequila,Fresh lemon juice
2718,Yellow Rose Of Texas,Tequila,Simple Syrup
2719,Yellow Rose Of Texas,Tequila,Yellow Chartreuse
2720,Yellow Rose Of Texas,Tequila,Rose water
2721,St. Patrick's Day Cocktail,Cocktail Classics,Old Mr. Boston Green Creme de Menthe
2722,St. Patrick's Day Cocktail,Cocktail Classics,Green Chartreuse
2723,St. Patrick's Day Cocktail,Cocktail Classics,Irish Whiskey
2724,St. Patrick's Day Cocktail,Cocktail Classics,Bitters
2725,Purple Twister,Cocktail Classics,Old Mr. Boston Grape Vodka
2726,Waiting On Summer,Tequila,Cucumber
2727,Waiting On Summer,Tequila,Fresh sage leaves
2728,Waiting On Summer,Tequila,Fresh Lime Juice
2729,Waiting On Summer,Tequila,Blanco tequila
2730,Waiting On Summer,Tequila,Simple Syrup
2731,Waiting On Summer,Tequila,"Ginger ale, strawberry slice"
2732,Cognac Highball,Brandy,Cognac
2733,Prince's Smile Cocktail,Cocktail Classics,Old Mr. Boston Apricot Flavored Brandy
2734,Prince's Smile Cocktail,Cocktail Classics,Apple Brandy
2735,Prince's Smile Cocktail,Cocktail Classics,Old Mr. Boston Dry Gin
2736,Prince's Smile Cocktail,Cocktail Classics,Lemon Juice
2737,Viva Villa,Tequila,"Lime wedge, coarse salt"
2738,Viva Villa,Tequila,Blanco tequila
2739,Viva Villa,Tequila,Fresh Lime Juice
2740,Viva Villa,Tequila,Simple Syrup
2741,Praire Oyster Cocktail,Cordials and Liqueurs,Old Mr. Boston Five Star Brandy
2742,Praire Oyster Cocktail,Cordials and Liqueurs,Worcestershire Sauce
2743,Praire Oyster Cocktail,Cordials and Liqueurs,Tomato Catsup
2744,Praire Oyster Cocktail,Cordials and Liqueurs,Vinegar
2745,Praire Oyster Cocktail,Cordials and Liqueurs,Pepper
2746,Praire Chicken,Cocktail Classics,Old Mr. Boston Dry Gin
2747,Praire Chicken,Cocktail Classics,Whole Egg
2748,Venial Sin,Tequila,Blanco tequila
2749,Venial Sin,Tequila,Mezcal
2750,Venial Sin,Tequila,Yellow Chartreuse
2751,Venial Sin,Tequila,Elderflower liqueur
2752,Venial Sin,Tequila,Maraschino liqueur
2753,Vagabundo,Tequila,Reposado blanco tequila
2754,Vagabundo,Tequila,Pineapple Juice
2755,Vagabundo,Tequila,Fresh celery juice
2756,Vagabundo,Tequila,Fresh Lime Juice
2757,The 21st Century,Tequila,Absinthe
2758,The 21st Century,Tequila,Absinthe
2759,The 21st Century,Tequila,Blanco tequila
2760,The 21st Century,Tequila,Fresh Lime Juice
2761,The 21st Century,Tequila,White creme de cacao
2762,Pollyanna Cocktail,Cocktail Classics,orange peel
2763,Pollyanna Cocktail,Cocktail Classics,pineapple
2764,Pollyanna Cocktail,Cocktail Classics,Old Mr. Boston Dry Gin
2765,Pollyanna Cocktail,Cocktail Classics,sweet vermouth
2766,Toreador,Tequila,Blanco tequila
2767,Toreador,Tequila,Dark creme de cacao
2768,Toreador,Tequila,half-and-half
2769,Pink Squirrel Cocktail,Cocktail Classics,Mr. Boston Creme de Noyaux
2770,Pink Squirrel Cocktail,Cocktail Classics,Old Mr. Boston White Creme de Cacao
2771,Pink Squirrel Cocktail,Cocktail Classics,Light Sweet Cream
2772,Pink Lady Cocktail,Cocktail Classics,Egg White
2773,Pink Lady Cocktail,Cocktail Classics,Grenadine
2774,Pink Lady Cocktail,Cocktail Classics,Sweet Cream
2775,Pink Lady Cocktail,Cocktail Classics,Old Mr. Boston Dry Gin
2776,Tijuana Taxi,Tequila,Gold tequila
2777,Tijuana Taxi,Tequila,Blue curacao
2778,Tijuana Taxi,Tequila,Tropical fruit schnapps
2779,Tia Juanathan,Tequila,Blanco tequila
2780,Tia Juanathan,Tequila,Fresh Lime Juice
2781,Tia Juanathan,Tequila,Aperol
2782,Tia Juanathan,Tequila,Yellow Chartreuse
2783,Phoebe Snow Cocktail,Cocktail Classics,Dubonnet
2784,Phoebe Snow Cocktail,Cocktail Classics,Old Mr. Boston Five Star Brandy
2785,Phoebe Snow Cocktail,Cocktail Classics,Absinthe Substitute
2786,Tequonic,Tequila,Blanco tequila
2787,Tequonic,Tequila,Fresh lemon or lime juice
2788,Tequini,Tequila,Blanco tequila
2789,Tequini,Tequila,Dry Vermouth
2790,Tequini,Tequila,Angostura bitters
2791,Passion Daiquiri Cocktail,Cocktail Classics,Old Mr. Boston Rum
2792,Passion Daiquiri Cocktail,Cocktail Classics,Juice of a Lime
2793,Passion Daiquiri Cocktail,Cocktail Classics,Powdered Sugar
2794,Passion Daiquiri Cocktail,Cocktail Classics,Passion Fruit Juice
2795,Parisian Blonde Cocktail,Cocktail Classics,Sweet Cream
2796,Parisian Blonde Cocktail,Cocktail Classics,Old Mr. Boston Triple Sec
2797,Parisian Blonde Cocktail,Cocktail Classics,Jamaica Rum
2798,Tequila Sunrise,Tequila,Blanco tequila
2799,Tequila Sunrise,Tequila,Orange juice
2800,Tequila Sunrise,Tequila,Grenadine
2801,Coffee Grasshopper,Brandy,Coffee-flavored brandy
2802,Coffee Grasshopper,Brandy,White creme de menthe
2803,Coffee Grasshopper,Brandy,half-and-half
2804,Tequila Straight,Tequila,Coarse salt
2805,Tequila Straight,Tequila,Blanco tequila
2806,Tequila Straight,Tequila,Lime wedge
2807,Tequila Sour,Tequila,Blanco tequila
2808,Tequila Sour,Tequila,Fresh lemon juice
2809,Tequila Sour,Tequila,Simple Syrup
2810,Tequila Smash,Tequila,Blueberries
2811,Tequila Smash,Tequila,Bing cherries
2812,Tequila Smash,Tequila,Blanco tequila
2813,Tequila Smash,Tequila,Maraschino liqueur
2814,Tequila Smash,Tequila,Fresh Lime Juice
2815,Tequila Pink,Tequila,Blanco tequila
2816,Tequila Pink,Tequila,Dry Vermouth
2817,Tequila Pink,Tequila,Grenadine
2818,Tequila Old-Fashioned,Tequila,Blanco tequila
2819,Tequila Old-Fashioned,Tequila,Simple Syrup
2820,Tequila Old-Fashioned,Tequila,Angostura Bitters
2821,Tequila Old-Fashioned,Tequila,Soda water
2822,Rob Roy Cocktail,Cocktail Classics,Sweet Vermouth
2823,Rob Roy Cocktail,Cocktail Classics,Desmond & Duff Scotch Whisky
2824,Tequila Mockingbird,Tequila,"Lime wedge, coarse salt"
2825,Tequila Mockingbird,Tequila,Minced ginger
2826,Tequila Mockingbird,Tequila,Blanco tequila
2827,Tequila Mockingbird,Tequila,Agave nectar
2828,Tequila Mockingbird,Tequila,Fresh Lime Juice
2829,Tequila Matador,Tequila,Blanco tequila
2830,Tequila Matador,Tequila,Pineapple Juice
2831,Tequila Matador,Tequila,Fresh Lime Juice
2832,Tequila Manhattan,Tequila,Blanco tequila
2833,Tequila Manhattan,Tequila,Sweet Vermouth
2834,Tequila Manhattan,Tequila,Angostura Bitters
2835,T.N.T. Cocktail,Cocktail Classics,Old Thompson Blended Whiskey
2836,T.N.T. Cocktail,Cocktail Classics,Absinthe Substitute
2837,Thunderclap Cocktail,Cocktail Classics,Old Mr. Boston Dry Gin
2838,Thunderclap Cocktail,Cocktail Classics,Old Thompson Blended Whiskey
2839,Thunderclap Cocktail,Cocktail Classics,Old Mr. Boston Five Star Brandy
2840,Thunder Cocktail,Cocktail Classics,Powdered Sugar
2841,Thunder Cocktail,Cocktail Classics,Egg Yolk
2842,Thunder Cocktail,Cocktail Classics,Old Mr. Boston Five Star Brandy
2843,Thunder Cocktail,Cocktail Classics,Cayenne Pepper
2844,Tequila Collins,Tequila,Blanco tequila
2845,Tequila Collins,Tequila,Fresh lemon juice
2846,Tequila Collins,Tequila,Simple Syrup
