,name,category,ingredient
0,Gauguin,Cocktail Classics,Light Rum
1,Gauguin,Cocktail Classics,Passion Fruit Syrup
2,Gauguin,Cocktail Classics,Lemon Juice
3,Gauguin,Cocktail Classics,Lime Juice
4,Fort Lauderdale,Cocktail Classics,Light Rum
5,Fort Lauderdale,Cocktail Classics,Sweet Vermouth
6,Fort Lauderdale,Cocktail Classics,Juice of Orange
7,Fort Lauderdale,Cocktail Classics,Juice of a Lime
8,Apple Pie,Cordials and Liqueurs,Apple schnapps
9,Apple Pie,Cordials and Liqueurs,Cinnamon schnapps
10,Cuban Cocktail No. 1,Cocktail Classics,Juice of a Lime
11,Cuban Cocktail No. 1,Cocktail Classics,Powdered Sugar
12,Cuban Cocktail No. 1,Cocktail Classics,Light Rum
13,Cool Carlos,Cocktail Classics,Dark rum
14,Cool Carlos,Cocktail Classics,Cranberry Juice
15,Cool Carlos,Cocktail Classics,Pineapple Juice
16,Cool Carlos,Cocktail Classics,Orange curacao
17,Cool Carlos,Cocktail Classics,Sour Mix
18,John Collins,Whiskies,Bourbon whiskey
19,John Collins,Whiskies,Fresh lemon juice
20,John Collins,Whiskies,Simple Syrup
21,John Collins,Whiskies,Soda water
22,John Collins,Whiskies,"Orange and lemon wheels, maraschino cherry"
23,Cherry Rum,Cocktail Classics,Light Rum
24,Cherry Rum,Cocktail Classics,cherry-flavored brandy
25,Cherry Rum,Cocktail Classics,Light cream
26,Casa Blanca,Cocktail Classics,Light Rum
27,Casa Blanca,Cocktail Classics,Lime Juice
28,Casa Blanca,Cocktail Classics,Triple Sec
29,Casa Blanca,Cocktail Classics,Maraschino
30,Caribbean Champagne,Cocktail Classics,Light Rum
31,Caribbean Champagne,Cocktail Classics,Creme de banana
32,Amber Amour,Cordials and Liqueurs,Amaretto
33,Amber Amour,Cordials and Liqueurs,Fresh lemon juice
34,Amber Amour,Cordials and Liqueurs,Simple Syrup
35,The Joe Lewis,Whiskies,Scotch Whiskey
36,The Joe Lewis,Whiskies,Fresh carrot juice
37,The Joe Lewis,Whiskies,Tawny port
38,The Joe Lewis,Whiskies,Fresh lemon juice
39,The Joe Lewis,Whiskies,Agave nectar
40,Bacardi Cocktail,Cocktail Classics,Bacardi Rum
41,Bacardi Cocktail,Cocktail Classics,Juice of a Lime
42,Bacardi Cocktail,Cocktail Classics,Grenadine
43,Apple Pie No. 1,Cocktail Classics,Light Rum
44,Apple Pie No. 1,Cocktail Classics,Sweet Vermouth
45,Apple Pie No. 1,Cocktail Classics,Apple Brandy
46,Apple Pie No. 1,Cocktail Classics,Grenadine
47,Apple Pie No. 1,Cocktail Classics,Lemon Juice
48,Yolanda,Cocktail Classics,Brandy
49,Yolanda,Cocktail Classics,Gin
50,Yolanda,Cocktail Classics,Anisette
51,Yolanda,Cocktail Classics,Sweet Vermouth
52,Yolanda,Cocktail Classics,Grenadine
53,Yellow Rattler,Cocktail Classics,Gin
54,Yellow Rattler,Cocktail Classics,Orange Juice
55,Yellow Rattler,Cocktail Classics,Dry Vermouth
56,Yellow Rattler,Cocktail Classics,Sweet Vermouth
57,Why Not?,Cocktail Classics,Gin
58,Why Not?,Cocktail Classics,Apricot Flavored Brandy
59,Why Not?,Cocktail Classics,Dry Vermouth
60,Why Not?,Cocktail Classics,Lemon Juice
61,Amaretto Stinger,Cordials and Liqueurs,Amaretto
62,Amaretto Stinger,Cordials and Liqueurs,White creme de menthe
63,What The Hell,Cocktail Classics,Gin
64,What The Hell,Cocktail Classics,Dry Vermouth
65,What The Hell,Cocktail Classics,Apricot Flavored Brandy
66,What The Hell,Cocktail Classics,Lemon Juice
67,Webster Cocktail,Cocktail Classics,Juice of a Lime
68,Webster Cocktail,Cocktail Classics,Apricot Flavored Brandy
69,Webster Cocktail,Cocktail Classics,Dry Vermouth
70,Webster Cocktail,Cocktail Classics,Gin
71,Union Jack Cocktail,Cocktail Classics,Sloe gin
72,Union Jack Cocktail,Cocktail Classics,Gin
73,Union Jack Cocktail,Cocktail Classics,Grenadine
74,Jocose Julep,Whiskies,Bourbon whiskey
75,Jocose Julep,Whiskies,Green creme de menthe
76,Jocose Julep,Whiskies,Fresh Lime Juice
77,Jocose Julep,Whiskies,Simple Syrup
78,Jocose Julep,Whiskies,Fresh mint leaves
79,Trinity Cocktail,Cocktail Classics,Sweet Vermouth
80,Trinity Cocktail,Cocktail Classics,Dry Vermouth
81,Trinity Cocktail,Cocktail Classics,Gin
82,Three Stripes Cocktail,Cocktail Classics,Gin
83,Three Stripes Cocktail,Cocktail Classics,Dry Vermouth
84,Three Stripes Cocktail,Cocktail Classics,Orange Juice
85,Tanq-A-Rita,Cocktail Classics,Tanqueray gin
86,Tanq-A-Rita,Cocktail Classics,Margarita Mix
87,Tanq-A-Rita,Cocktail Classics,Triple Sec
88,Amaretto Sour,Cordials and Liqueurs,Amaretto
89,Amaretto Sour,Cordials and Liqueurs,Fresh lemon juice
90,Amaretto Sour,Cordials and Liqueurs,Simple Syrup
91,Amaretto Sour,Cordials and Liqueurs,Orange half-wheel
92,Tailspin Cocktail,Cocktail Classics,Gin
93,Tailspin Cocktail,Cocktail Classics,Sweet Vermouth
94,Tailspin Cocktail,Cocktail Classics,Green Chartreuse
95,Tailspin Cocktail,Cocktail Classics,Orange Bitters
96,Sweet Patootie Cocktail,Cocktail Classics,Gin
97,Sweet Patootie Cocktail,Cocktail Classics,Triple Sec
98,Sweet Patootie Cocktail,Cocktail Classics,Orange Juice
99,Sunshine Cocktail,Cocktail Classics,Sweet Vermouth
100,Sunshine Cocktail,Cocktail Classics,Gin
101,Sunshine Cocktail,Cocktail Classics,Bitters
102,Spring Feeling Cocktail,Cocktail Classics,Lemon Juice
103,Spring Feeling Cocktail,Cocktail Classics,Green Chartreuse
104,Spring Feeling Cocktail,Cocktail Classics,Gin
105,Sphinx Cocktail,Cocktail Classics,Gin
106,Sphinx Cocktail,Cocktail Classics,Sweet Vermouth
107,Sphinx Cocktail,Cocktail Classics,Dry Vermouth
108,Jitterbug Sour,Whiskies,Straight rye whiskey
109,Jitterbug Sour,Whiskies,Benedictine
110,Jitterbug Sour,Whiskies,Fresh lemon juice
111,Jitterbug Sour,Whiskies,Honey Syrup
112,Jitterbug Sour,Whiskies,Egg White
113,Jitterbug Sour,Whiskies,Angostura Bitters
114,Southern Gin Cocktail,Cocktail Classics,Gin
115,Southern Gin Cocktail,Cocktail Classics,Orange Bitters
116,Southern Gin Cocktail,Cocktail Classics,Triple Sec
117,Society Cocktail,Cocktail Classics,Gin
118,Society Cocktail,Cocktail Classics,Dry Vermouth
119,Society Cocktail,Cocktail Classics,Grenadine
120,Snyder,Cocktail Classics,Gin
121,Snyder,Cocktail Classics,Dry Vermouth
122,Snyder,Cocktail Classics,Triple Sec
123,Smiler Cocktail,Cocktail Classics,Sweet Vermouth
124,Smiler Cocktail,Cocktail Classics,Dry Vermouth
125,Smiler Cocktail,Cocktail Classics,Gin
126,Smiler Cocktail,Cocktail Classics,Bitters
127,Smiler Cocktail,Cocktail Classics,Orange Juice
128,Smile Cocktail,Cocktail Classics,Grenadine
129,Smile Cocktail,Cocktail Classics,Gin
130,Smile Cocktail,Cocktail Classics,Lemon Juice
131,Amaretto Rose,Cordials and Liqueurs,Amaretto
132,Amaretto Rose,Cordials and Liqueurs,Fresh lemon juice
133,Amaretto Rose,Cordials and Liqueurs,Simple Syrup
134,Sand-Martin Cocktail,Cocktail Classics,Green Chartreuse
135,Sand-Martin Cocktail,Cocktail Classics,Sweet Vermouth
136,Sand-Martin Cocktail,Cocktail Classics,Gin
137,Irish Whiskey Highball,Whiskies,Irish Whiskey
138,Irish Whiskey Highball,Whiskies,Ginger ale or soda water
139,Irish Whiskey Highball,Whiskies,Lemon twist (optional)
140,Japanese,Brandy,Brandy
141,Japanese,Brandy,orgeat or almond syrup
142,Japanese,Brandy,Angostura Bitters
143,Roselyn Cocktail,Cocktail Classics,Dry Vermouth
144,Roselyn Cocktail,Cocktail Classics,Gin
145,Roselyn Cocktail,Cocktail Classics,Grenadine
146,Resolute Cocktail,Cocktail Classics,Juice of a Lemon
147,Resolute Cocktail,Cocktail Classics,Apricot Flavored Brandy
148,Resolute Cocktail,Cocktail Classics,Gin
149,Racquet Club Cocktail,Cocktail Classics,Gin
150,Racquet Club Cocktail,Cocktail Classics,Dry Vermouth
151,Racquet Club Cocktail,Cocktail Classics,Orange Bitters
152,Amaretto And Cream,Cordials and Liqueurs,Amaretto
153,Amaretto And Cream,Cordials and Liqueurs,half-and-half
154,Pollyanna Cocktai,Cocktail Classics,Orange
155,Pollyanna Cocktai,Cocktail Classics,Pineapple
156,Pollyanna Cocktai,Cocktail Classics,Gin
157,Pollyanna Cocktai,Cocktail Classics,Sweet Vermouth
158,Pollyanna Cocktai,Cocktail Classics,Grenadine
159,Plaza Cocktail,Cocktail Classics,Sweet Vermouth
160,Plaza Cocktail,Cocktail Classics,Dry Vermouth
161,Plaza Cocktail,Cocktail Classics,Gin
162,Irish Whiskey Cocktail,Whiskies,Irish Whiskey
163,Irish Whiskey Cocktail,Whiskies,Triple Sec
164,Irish Whiskey Cocktail,Whiskies,Anisette
165,Irish Whiskey Cocktail,Whiskies,Maraschino liqueur
166,Irish Whiskey Cocktail,Whiskies,Angostura Bitters
167,Irish Whiskey Cocktail,Whiskies,Green olive
168,Absinthe Special Cocktail,Cordials and Liqueurs,Absinthe
169,Absinthe Special Cocktail,Cordials and Liqueurs,Simple Syrup
170,Absinthe Special Cocktail,Cordials and Liqueurs,Orange Bitters
171,Nineteenth Hole,Cocktail Classics,Gin
172,Nineteenth Hole,Cocktail Classics,Dry Vermouth
173,Nineteenth Hole,Cocktail Classics,Sweet Vermouth
174,Nineteenth Hole,Cocktail Classics,Bitters
175,Montreal Club Bouncer,Cocktail Classics,Gin
176,Montreal Club Bouncer,Cocktail Classics,Anisette
177,Monte Carlo Imperial Highball,Cocktail Classics,Gin
178,Monte Carlo Imperial Highball,Cocktail Classics,White creme de menthe
179,Monte Carlo Imperial Highball,Cocktail Classics,Juice of a Lemon
180,Irish Shillelagh,Whiskies,Irish Whiskey
181,Irish Shillelagh,Whiskies,Light Rum
182,Irish Shillelagh,Whiskies,Sloe gin
183,Irish Shillelagh,Whiskies,Fresh lemon juice
184,Irish Shillelagh,Whiskies,Simple Syrup
185,Irish Shillelagh,Whiskies,"Fresh raspberries and strawberries, 2 peach slices, maraschino cherry"
186,Melon Cocktail,Cocktail Classics,Gin
187,Melon Cocktail,Cocktail Classics,Lemon Juice
188,Melon Cocktail,Cocktail Classics,Maraschino
189,Martini (Medium),Cocktail Classics,Gin
190,Martini (Medium),Cocktail Classics,Dry Vermouth
191,Martini (Medium),Cocktail Classics,Sweet Vermouth
192,Martini (Dry) (5-to-1),Cocktail Classics,Gin
193,Martini (Dry) (5-to-1),Cocktail Classics,Dry Vermouth
194,Mamie's Sister,Cocktail Classics,Juice of a Lime
195,Mamie's Sister,Cocktail Classics,Gin
196,Irish Rickey,Whiskies,Irish Whiskey
197,Irish Rickey,Whiskies,Fresh Lime Juice
198,Irish Rickey,Whiskies,Soda water
199,Irish Rickey,Whiskies,Lime wedge
200,Maiden's Prayer,Cocktail Classics,Gin
201,Maiden's Prayer,Cocktail Classics,Triple Sec
202,Maiden's Prayer,Cocktail Classics,Lemon Juice
203,Lone Tree Cocktail,Cocktail Classics,Sweet Vermouth
204,Lone Tree Cocktail,Cocktail Classics,Gin
205,London Buck,Cocktail Classics,Gin
206,London Buck,Cocktail Classics,Juice of a Lemon
207,Leap Frog Highball,Cocktail Classics,Juice of a Lemon
208,Leap Frog Highball,Cocktail Classics,Gin
209,Incider Cocktail,Whiskies,Rye or bourbon whiskey
210,Incider Cocktail,Whiskies,Apple cider
211,Incider Cocktail,Whiskies,Apple slice
212,Kup's Indispensable Cocktail,Cocktail Classics,Light Vermouth
213,Kup's Indispensable Cocktail,Cocktail Classics,Dry Vermouth
214,Kup's Indispensable Cocktail,Cocktail Classics,Gin
215,Kup's Indispensable Cocktail,Cocktail Classics,Bitters
216,Knock-Out Cocktail,Cocktail Classics,Anisette
217,Knock-Out Cocktail,Cocktail Classics,Gin
218,Knock-Out Cocktail,Cocktail Classics,Dry Vermouth
219,Knock-Out Cocktail,Cocktail Classics,Creme de Menthe (White)
220,K. G. B. Cocktail,Cocktail Classics,Kummel
221,K. G. B. Cocktail,Cocktail Classics,Gin
222,K. G. B. Cocktail,Cocktail Classics,Apricot Flavored Brandy
223,K. G. B. Cocktail,Cocktail Classics,Lemon Juice
224,Imperial Fizz,Whiskies,Bourbon or Rye Whiskey
225,Imperial Fizz,Whiskies,Light Rum
226,Imperial Fizz,Whiskies,Fresh lemon juice
227,Imperial Fizz,Whiskies,Simple Syrup
228,Imperial Fizz,Whiskies,Soda water
229,Jeyplak Cocktail,Cocktail Classics,Gin
230,Jeyplak Cocktail,Cocktail Classics,Sweet Vermouth
231,Jeyplak Cocktail,Cocktail Classics,Anisette
232,H. P. W. Cocktail,Cocktail Classics,Dry Vermouth
233,H. P. W. Cocktail,Cocktail Classics,Sweet Vermouth
234,H. P. W. Cocktail,Cocktail Classics,Gin
235,I.A.P.,Whiskies,Tennessee whiskey
236,I.A.P.,Whiskies,Fernet-Branca
237,I.A.P.,Whiskies,Cola
238,Hotel Plaza Cocktail,Cocktail Classics,Sweet Vermouth
239,Hotel Plaza Cocktail,Cocktail Classics,Dry Vermouth
240,Hotel Plaza Cocktail,Cocktail Classics,Gin
241,Hoffman House Cocktail,Cocktail Classics,Dry Vermouth
242,Hoffman House Cocktail,Cocktail Classics,Gin
243,Hawaiin Cocktail,Cocktail Classics,Gin
244,Hawaiin Cocktail,Cocktail Classics,Pineapple Juice
245,Hawaiin Cocktail,Cocktail Classics,Triple Sec
246,White Russian,Vodka,Vodka
247,White Russian,Vodka,Coffee liqueur
248,Greyhound,Cocktail Classics,Gin
249,Greyhound,Cocktail Classics,Grapefruit Juice
250,Green Devil,Cocktail Classics,Gin
251,Green Devil,Cocktail Classics,Green creme de menthe
252,Green Devil,Cocktail Classics,Lime Juice
253,Greenback,Cocktail Classics,Gin
254,Greenback,Cocktail Classics,Green creme de menthe
255,Greenback,Cocktail Classics,Lemon Juice
256,Grapefruit Cocktail,Cocktail Classics,Grapefruit Juice
257,Grapefruit Cocktail,Cocktail Classics,Gin
258,Grapefruit Cocktail,Cocktail Classics,Maraschino
259,Hotel D'alsace,Whiskies,Fresh rosemary sprig
260,Hotel D'alsace,Whiskies,Irish Whiskey
261,Hotel D'alsace,Whiskies,Benedictine
262,Hotel D'alsace,Whiskies,Triple Sec
263,Jamaica Granito,Brandy,Brandy
264,Jamaica Granito,Brandy,Triple Sec
265,Jamaica Granito,Brandy,Lemon or Orange Sherbet
266,Gin Sling,Cocktail Classics,Powdered Sugar
267,Gin Sling,Cocktail Classics,Water
268,Gin Sling,Cocktail Classics,Juice of a Lemon
269,Gin Sling,Cocktail Classics,Gin
270,Gin Milk Punch,Cocktail Classics,Powdered Sugar
271,Gin Milk Punch,Cocktail Classics,Gin
272,Gin Milk Punch,Cocktail Classics,Milk
273,Horse's Neck (With A Kick),Whiskies,Wide spiral of lemon zest
274,Horse's Neck (With A Kick),Whiskies,Bourbon whiskey
275,Horse's Neck (With A Kick),Whiskies,Ginger ale
276,Gin and It,Cocktail Classics,Gin
277,Gin and It,Cocktail Classics,Sweet Vermouth
278,Gin Cocktail,Cocktail Classics,Gin
279,Gin Cocktail,Cocktail Classics,Bitters
280,West Side,Vodka,lemon-flavored vodka
281,West Side,Vodka,Fresh lemon juice
282,West Side,Vodka,Simple Syrup
283,West Side,Vodka,Fresh mint leaves
284,Gimlet,Cocktail Classics,Lime Juice
285,Gimlet,Cocktail Classics,Powdered Sugar
286,Gimlet,Cocktail Classics,Gin
287,Free Silver,Cocktail Classics,Juice of a Lemon
288,Free Silver,Cocktail Classics,Powdered Sugar
289,Free Silver,Cocktail Classics,Gin
290,Free Silver,Cocktail Classics,Dark rum
291,Free Silver,Cocktail Classics,Milk
292,Frankenjack Cocktail,Cocktail Classics,Gin
293,Frankenjack Cocktail,Cocktail Classics,Dry Vermouth
294,Frankenjack Cocktail,Cocktail Classics,Apricot Flavored Brandy
295,Frankenjack Cocktail,Cocktail Classics,Triple Sec
296,Frankenjack Cocktail,Cocktail Classics,Juice of a Lime
297,Frankenjack Cocktail,Cocktail Classics,Gin & ginger ale
298,Fog Horn,Cocktail Classics,Juice of a Lime
299,Fog Horn,Cocktail Classics,Gin & ginger ale
300,Fog Horn,Cocktail Classics,Gin
301,Fog Horn,Cocktail Classics,Triple Sec
302,Flying Dutchman,Cocktail Classics,Gin
303,Flying Dutchman,Cocktail Classics,Triple Sec
304,Hoot Mon Cocktail,Whiskies,Blended Scotch Whiskey
305,Hoot Mon Cocktail,Whiskies,Sweet Vermouth
306,Hoot Mon Cocktail,Whiskies,Benedictine
307,Fifty-Fifty Cocktail,Cocktail Classics,Gin
308,Fifty-Fifty Cocktail,Cocktail Classics,Dry Vermouth
309,Favorite Cocktail,Cocktail Classics,Apricot Flavored Brandy
310,Favorite Cocktail,Cocktail Classics,Dry Vermouth
311,Favorite Cocktail,Cocktail Classics,Gin
312,Favorite Cocktail,Cocktail Classics,Lemon Juice
313,Farmer's Cocktail,Cocktail Classics,Gin
314,Farmer's Cocktail,Cocktail Classics,Dry Vermouth
315,Farmer's Cocktail,Cocktail Classics,Sweet Vermouth
316,Farmer's Cocktail,Cocktail Classics,Bitters
317,Warsaw Cocktail,Vodka,Vodka
318,Warsaw Cocktail,Vodka,Blackberry-flavored brandy
319,Warsaw Cocktail,Vodka,Dry Vermouth
320,Warsaw Cocktail,Vodka,Fresh lemon juice
321,Emerald Isle Cocktail,Cocktail Classics,Gin
322,Emerald Isle Cocktail,Cocktail Classics,Green creme de menthe
323,Emerald Isle Cocktail,Cocktail Classics,Bitters
324,Du Barry Cocktail,Cocktail Classics,Bitters
325,Du Barry Cocktail,Cocktail Classics,Dry Vermouth
326,Du Barry Cocktail,Cocktail Classics,Anisette
327,Du Barry Cocktail,Cocktail Classics,Gin
328,Dry Martini (5-to-1),Cocktail Classics,Gin
329,Dry Martini (5-to-1),Cocktail Classics,Dry Vermouth
330,Dixie Cocktail,Cocktail Classics,Juice of Orange
331,Dixie Cocktail,Cocktail Classics,Anisette
332,Dixie Cocktail,Cocktail Classics,Dry Vermouth
333,Dixie Cocktail,Cocktail Classics,Gin
334,Delmonico No. 2,Cocktail Classics,Orange Bitters
335,Delmonico No. 2,Cocktail Classics,Dry Vermouth
336,Delmonico No. 2,Cocktail Classics,Gin
337,Hole-In-One,Whiskies,Blended Scotch Whiskey
338,Hole-In-One,Whiskies,Dry Vermouth
339,Hole-In-One,Whiskies,Fresh lemon juice
340,Hole-In-One,Whiskies,Orange Bitters
