,name,category,row_id,ingredient_number,ingredient,measure
2738,Viva Villa,Tequila,756,2,Blanco tequila,1 1/2 oz
2739,Viva Villa,Tequila,756,3,Fresh Lime Juice,1 oz
2740,Viva Villa,Tequila,756,4,Simple Syrup,1/2 oz
2741,Praire Oyster Cocktail,Cordials and Liqueurs,757,1,Old Mr. Boston Five Star Brandy,1 oz
2742,Praire Oyster Cocktail,Cordials and Liqueurs,757,2,Worcestershire Sauce,1 oz
2743,Praire Oyster Cocktail,Cordials and Liqueurs,757,3,Tomato Catsup,1 oz
2744,Praire Oyster Cocktail,Cordials and Liqueurs,757,4,Vinegar,1 oz
2745,Praire Oyster Cocktail,Cordials and Liqueurs,757,5,Pepper,1 oz
2746,Praire Chicken,Cocktail Classics,758,1,Old Mr. Boston Dry Gin,1 oz
2747,Praire Chicken,Cocktail Classics,758,2,Whole Egg,1 oz
2748,Venial Sin,Tequila,759,1,Blanco tequila,1 1/2 oz
2749,Venial Sin,Tequila,759,2,Mezcal,1/2 oz
2750,Venial Sin,Tequila,759,3,Yellow Chartreuse,1/2 oz
2751,Venial Sin,Tequila,759,4,Elderflower liqueur,1/4 oz
2752,Venial Sin,Tequila,759,5,Maraschino liqueur,1/4 oz
2753,Vagabundo,Tequila,760,1,Reposado blanco tequila,2 oz
2754,Vagabundo,Tequila,760,2,Pineapple Juice,1 1/2 oz
2755,Vagabundo,Tequila,760,3,Fresh celery juice,1 1/2 oz
2756,Vagabundo,Tequila,760,4,Fresh Lime Juice,1/2 oz
2757,The 21st Century,Tequila,761,1,Absinthe,splash
2758,The 21st Century,Tequila,761,2,Absinthe,1 oz
2759,The 21st Century,Tequila,761,3,Blanco tequila,1 1/2 oz
2760,The 21st Century,Tequila,761,4,Fresh Lime Juice,3/4 oz
2761,The 21st Century,Tequila,761,5,White creme de cacao,3/4 oz
2762,Pollyanna Cocktail,Cocktail Classics,762,1,orange peel,3 slices
2763,Pollyanna Cocktail,Cocktail Classics,762,2,pineapple,3 slices
2764,Pollyanna Cocktail,Cocktail Classics,762,3,Old Mr. Boston Dry Gin,2 oz
2765,Pollyanna Cocktail,Cocktail Classics,762,4,sweet vermouth,1/2 oz
2766,Toreador,Tequila,763,1,Blanco tequila,1 1/2 oz
2767,Toreador,Tequila,763,2,Dark creme de cacao,1/2 oz
2768,Toreador,Tequila,763,3,half-and-half,1/2 oz
2769,Pink Squirrel Cocktail,Cocktail Classics,764,1,Mr. Boston Creme de Noyaux,1 oz
2770,Pink Squirrel Cocktail,Cocktail Classics,764,2,Old Mr. Boston White Creme de Cacao,1 oz
2771,Pink Squirrel Cocktail,Cocktail Classics,764,3,Light Sweet Cream,1 oz
2772,Pink Lady Cocktail,Cocktail Classics,765,1,Egg White,1 oz
2773,Pink Lady Cocktail,Cocktail Classics,765,2,Grenadine,1 oz
2774,Pink Lady Cocktail,Cocktail Classics,765,3,Sweet Cream,1 oz
2775,Pink Lady Cocktail,Cocktail Classics,765,4,Old Mr. Boston Dry Gin,1 1/2 oz
2776,Tijuana Taxi,Tequila,766,1,Gold tequila,2 oz
2777,Tijuana Taxi,Tequila,766,2,Blue curacao,1 oz
2778,Tijuana Taxi,Tequila,766,3,Tropical fruit schnapps,1 oz
2779,Tia Juanathan,Tequila,767,1,Blanco tequila,1 1/2 oz
2780,Tia Juanathan,Tequila,767,2,Fresh Lime Juice,1/2 oz
2781,Tia Juanathan,Tequila,767,3,Aperol,1/2 oz
2782,Tia Juanathan,Tequila,767,4,Yellow Chartreuse,1/2 oz
2783,Phoebe Snow Cocktail,Cocktail Classics,768,1,Dubonnet,1 1/2 oz
2784,Phoebe Snow Cocktail,Cocktail Classics,768,2,Old Mr. Boston Five Star Brandy,1 1/2 oz
2785,Phoebe Snow Cocktail,Cocktail Classics,768,3,Absinthe Substitute,1/2 oz
2786,Tequonic,Tequila,769,1,Blanco tequila,2 oz
2787,Tequonic,Tequila,769,2,Fresh lemon or lime juice,1/4 oz
2788,Tequini,Tequila,770,1,Blanco tequila,1 1/2 oz
2789,Tequini,Tequila,770,2,Dry Vermouth,1/2 oz
2790,Tequini,Tequila,770,3,Angostura bitters,1 oz
2791,Passion Daiquiri Cocktail,Cocktail Classics,771,1,Old Mr. Boston Rum,1 1/2 oz
2792,Passion Daiquiri Cocktail,Cocktail Classics,771,2,Juice of a Lime,1 oz
2793,Passion Daiquiri Cocktail,Cocktail Classics,771,3,Powdered Sugar,1 oz
2794,Passion Daiquiri Cocktail,Cocktail Classics,771,4,Passion Fruit Juice,1 oz
2795,Parisian Blonde Cocktail,Cocktail Classics,772,1,Sweet Cream,3/4 oz
2796,Parisian Blonde Cocktail,Cocktail Classics,772,2,Old Mr. Boston Triple Sec,3/4 oz
2797,Parisian Blonde Cocktail,Cocktail Classics,772,3,Jamaica Rum,3/4 oz
2798,Tequila Sunrise,Tequila,773,1,Blanco tequila,2 oz
2799,Tequila Sunrise,Tequila,773,2,Orange juice,4 oz
2800,Tequila Sunrise,Tequila,773,3,Grenadine,3/4 oz
2801,Coffee Grasshopper,Brandy,774,1,Coffee-flavored brandy,3/4 oz
2802,Coffee Grasshopper,Brandy,774,2,White creme de menthe,3/4 oz
2803,Coffee Grasshopper,Brandy,774,3,half-and-half,3/4 oz
2804,Tequila Straight,Tequila,775,1,Coarse salt,1 oz
2805,Tequila Straight,Tequila,775,2,Blanco tequila,1 1/2 oz
2806,Tequila Straight,Tequila,775,3,Lime wedge,1 oz
2807,Tequila Sour,Tequila,776,1,Blanco tequila,2 oz
2808,Tequila Sour,Tequila,776,2,Fresh lemon juice,3/4 oz
2809,Tequila Sour,Tequila,776,3,Simple Syrup,3/4 oz
2810,Tequila Smash,Tequila,777,1,Blueberries,4 oz
2811,Tequila Smash,Tequila,777,2,Bing cherries,4 oz
2812,Tequila Smash,Tequila,777,3,Blanco tequila,2 oz
2813,Tequila Smash,Tequila,777,4,Maraschino liqueur,1/2 oz
2814,Tequila Smash,Tequila,777,5,Fresh Lime Juice,1/2 oz
2815,Tequila Pink,Tequila,778,1,Blanco tequila,1 1/2 oz
2816,Tequila Pink,Tequila,778,2,Dry Vermouth,1 oz
2817,Tequila Pink,Tequila,778,3,Grenadine,1/4 oz
2818,Tequila Old-Fashioned,Tequila,779,1,Blanco tequila,1 1/2 oz
2819,Tequila Old-Fashioned,Tequila,779,2,Simple Syrup,1 oz
2820,Tequila Old-Fashioned,Tequila,779,3,Angostura Bitters,1 oz
2821,Tequila Old-Fashioned,Tequila,779,4,Soda water,1 oz
2822,Rob Roy Cocktail,Cocktail Classics,780,1,Sweet Vermouth,3/4 oz
2823,Rob Roy Cocktail,Cocktail Classics,780,2,Desmond & Duff Scotch Whisky,1 1/2 oz
2824,Tequila Mockingbird,Tequila,781,1,"Lime wedge, coarse salt",For glass
2825,Tequila Mockingbird,Tequila,781,2,Minced ginger,1/4 oz
2826,Tequila Mockingbird,Tequila,781,3,Blanco tequila,1 3/4 oz
2827,Tequila Mockingbird,Tequila,781,4,Agave nectar,1 1/2 oz
2828,Tequila Mockingbird,Tequila,781,5,Fresh Lime Juice,1 oz
2829,Tequila Matador,Tequila,782,1,Blanco tequila,1 1/2 oz
2830,Tequila Matador,Tequila,782,2,Pineapple Juice,2 oz
2831,Tequila Matador,Tequila,782,3,Fresh Lime Juice,1/2 oz
2832,Tequila Manhattan,Tequila,783,1,Blanco tequila,2 oz
2833,Tequila Manhattan,Tequila,783,2,Sweet Vermouth,1 oz
2834,Tequila Manhattan,Tequila,783,3,Angostura Bitters,1 oz
2835,T.N.T. Cocktail,Cocktail Classics,784,1,Old Thompson Blended Whiskey,1 1/2 oz
2836,T.N.T. Cocktail,Cocktail Classics,784,2,Absinthe Substitute,1 1/2 oz
2837,Thunderclap Cocktail,Cocktail Classics,785,1,Old Mr. Boston Dry Gin,3/4 oz
2838,Thunderclap Cocktail,Cocktail Classics,785,2,Old Thompson Blended Whiskey,3/4 oz
2839,Thunderclap Cocktail,Cocktail Classics,785,3,Old Mr. Boston Five Star Brandy,3/4 oz
2840,Thunder Cocktail,Cocktail Classics,786,1,Powdered Sugar,1 oz
2841,Thunder Cocktail,Cocktail Classics,786,2,Egg Yolk,1 oz
2842,Thunder Cocktail,Cocktail Classics,786,3,Old Mr. Boston Five Star Brandy,1 1/2 oz
2843,Thunder Cocktail,Cocktail Classics,786,4,Cayenne Pepper,1 oz
2844,Tequila Collins,Tequila,787,1,Blanco tequila,2 oz
2845,Tequila Collins,Tequila,787,2,Fresh lemon juice,1/2 oz
2846,Tequila Collins,Tequila,787,3,Simple Syrup,1/2 oz
2847,White Lady Cocktail,Cocktail Classics,788,1,Egg White,1 oz
2848,White Lady Cocktail,Cocktail Classics,788,2,Powdered Sugar,1 oz
2849,White Lady Cocktail,Cocktail Classics,788,3,Sweet Cream,1 oz
2850,White Lady Cocktail,Cocktail Classics,788,4,Old Mr. Boston Dry Gin,1 1/2 oz
2851,Tequila Canyon,Tequila,789,1,Blanco tequila,1 1/2 oz
2852,Tequila Canyon,Tequila,789,2,Triple Sec,1/4 oz
2853,Tequila Canyon,Tequila,789,3,Cranberry Juice,1 oz
2854,Tequila Canyon,Tequila,789,4,Pineapple Juice,1 oz
2855,Tequila Canyon,Tequila,789,5,Orange juice,1 oz
2856,Chicago Cocktail,Brandy,790,1,"Lemon wedge, superfine sugar",For glass
2857,Chicago Cocktail,Brandy,790,2,Brandy,1 oz
2858,Chicago Cocktail,Brandy,790,3,Fresh lemon juice,1/2 oz
2859,Chicago Cocktail,Brandy,790,4,Orange curacao,1/4 oz
2860,Chicago Cocktail,Brandy,790,5,Maraschino liqueur,1/4 oz
2861,Sunday Confession,Tequila,791,1,Blanco tequila,1 oz
2862,Sunday Confession,Tequila,791,2,Limoncello,1 oz
2863,Sunday Confession,Tequila,791,3,Fresh lemon juice,1/2 oz
2864,Strawberry Margarita,Tequila,792,1,"Lime wedge, superfine sugar or coarse salt (optional)",For glass
2865,Strawberry Margarita,Tequila,792,2,"Fresh strawberries, cut in half",3 oz
2866,Strawberry Margarita,Tequila,792,3,Strawberry schnapps,3/4 oz
2867,Strawberry Margarita,Tequila,792,4,Blanco tequila,1 1/2 oz
2868,Strawberry Margarita,Tequila,792,5,Triple Sec,3/4 oz
2869,Strawberry Margarita,Tequila,792,6,"Fresh Lime Juice, whole strawberry",3/4 oz
2870,Western Rose Cocktail,Cocktail Classics,793,1,Old Mr. Boston Apricot Flavored Brandy,1/2 oz
2871,Western Rose Cocktail,Cocktail Classics,793,2,Old Mr. Boston Dry Gin,1 oz
2872,Western Rose Cocktail,Cocktail Classics,793,3,Dry Vermouth,1/2 oz
2873,Western Rose Cocktail,Cocktail Classics,793,4,Lemon Juice,1/4 oz
2874,Widow's Kiss Cocktail,Cocktail Classics,794,1,Old Mr. Boston Five Star Brandy,1 oz
2875,Widow's Kiss Cocktail,Cocktail Classics,794,2,Yellow Chartreuse,1/2 oz
2876,Widow's Kiss Cocktail,Cocktail Classics,794,3,Benedictine,1/2 oz
2877,Widow's Kiss Cocktail,Cocktail Classics,794,4,Peychaud Bitters,1 oz
2878,Spice Of Life,Tequila,795,1,Cucumber,3 oz
2879,Spice Of Life,Tequila,795,2,Fresh mint leaves,12
2880,Spice Of Life,Tequila,795,3,Simple Syrup,3/4 oz
2881,Spice Of Life,Tequila,795,4,Jalapeno-Infused Tequila,2 oz
2882,Spice Of Life,Tequila,795,5,Fresh Lime Juice,3/4 oz
2883,Widow's Dream Cocktail,Cocktail Classics,796,1,Benedictine,1 1/2 oz
2884,Widow's Dream Cocktail,Cocktail Classics,796,2,Whole Egg,1 oz
2885,Vodka Gypsy Cocktail,Cocktail Classics,797,1,Old Mr. Boston Vodka,1 1/2 oz
2886,Vodka Gypsy Cocktail,Cocktail Classics,797,2,Benedictine,3/4 oz
2887,Vodka Gypsy Cocktail,Cocktail Classics,797,3,Angostura Bitters,1 oz
2888,South Of The Border,Tequila,798,1,Blanco tequila,1 oz
2889,South Of The Border,Tequila,798,2,Coffee-flavored brandy,3/4 oz
2890,South Of The Border,Tequila,798,3,Fresh Lime Juice,1/2 oz
2891,Vodka Grasshopper Cocktail,Cocktail Classics,799,1,Old Mr. Boston Vodka,3/4 oz
2892,Vodka Grasshopper Cocktail,Cocktail Classics,799,2,Old Mr. Boston Green Creme de Menthe,3/4 oz
2893,Vodka Grasshopper Cocktail,Cocktail Classics,799,3,Old Mr. Boston White Creme de Cacao,3/4 oz
2894,Violet Fizz Juice,Cocktail Classics,800,1,Juice of a Lemon,1/2 oz
2895,Violet Fizz Juice,Cocktail Classics,800,2,Powdered Sugar,1/2 oz
2896,Violet Fizz Juice,Cocktail Classics,800,3,Old Mr. Boston Dry Gin,1 1/2 oz
2897,Violet Fizz Juice,Cocktail Classics,800,4,Creme Yvette,1 oz
2898,Smoked Margarita,Tequila,801,1,"Smoky Scotch whisky, such as Islay or Skye",1/2 oz
2899,Smoked Margarita,Tequila,801,2,Reposado tequila,1 oz
2900,Smoked Margarita,Tequila,801,3,Triple Sec,1 oz
2901,Smoked Margarita,Tequila,801,4,Fresh lemon juice,1/2 oz
2902,Smoked Margarita,Tequila,801,5,Fresh Lime Juice,1/2 oz
2903,Sloe Tequila,Shooters,802,1,Blanco tequila,1 oz
2904,Sloe Tequila,Shooters,802,2,Sloe gin,1/2 oz
2905,Sloe Tequila,Shooters,802,3,Fresh Lime Juice,1/2 oz
2906,Queen Elizabeth Cocktail,Cocktail Classics,803,1,Old Mr. Boston Dry Gin,1 1/2 oz
2907,Queen Elizabeth Cocktail,Cocktail Classics,803,2,Dry Vermouth,1/2 oz
2908,Queen Elizabeth Cocktail,Cocktail Classics,803,3,Benedictine,1 1/2 oz
2909,Silk Stockings,Tequila,804,1,Blanco tequila,1 1/2 oz
2910,Silk Stockings,Tequila,804,2,White creme de cacao,1 oz
2911,Silk Stockings,Tequila,804,3,Heavy cream,1 1/2 oz
2912,Silk Stockings,Tequila,804,4,Grenadine,1 oz
2913,Orchid Cocktail,Cocktail Classics,805,1,Old Mr. Boston Dry Gin,2 oz
2914,Orchid Cocktail,Cocktail Classics,805,2,Egg White,1 oz
2915,Orchid Cocktail,Cocktail Classics,805,3,Creme Yvette,1 oz
2916,Orange Milk Fizz,Cocktail Classics,806,1,Juice of a Lemon,1/2 oz
2917,Orange Milk Fizz,Cocktail Classics,806,2,Powdered Sugar,1 oz
2918,Orange Milk Fizz,Cocktail Classics,806,3,Old Mr. Boston Orange Flavored Gin,2 oz
2919,Orange Milk Fizz,Cocktail Classics,806,4,Milk,2 oz
2920,Orange Gin Rickey,Cocktail Classics,807,1,Juice of a Lime,1/2 oz
2921,Orange Gin Rickey,Cocktail Classics,807,2,Old Mr. Boston Orange Flavored Gin,2 oz
2922,Orange Gin Highball,Cocktail Classics,808,1,Old Mr. Boston Orange Flavored Gin,2 oz
2923,Orange Gin Fizz,Cocktail Classics,809,1,Juice of a Lemon,1/2 oz
2924,Orange Gin Fizz,Cocktail Classics,809,2,Powdered Sugar,1 oz
2925,Orange Gin Fizz,Cocktail Classics,809,3,Old Mr. Boston Orange Flavored Gin,2 oz
2926,Orange Gin Collins,Cocktail Classics,810,1,Juice of a Lemon,1/2 oz
2927,Orange Gin Collins,Cocktail Classics,810,2,Old Mr. Boston Orange Flavored Gin,2 oz
2928,Sidewinder,Tequila,811,1,Reposado tequila,1 1/2 oz
2929,Sidewinder,Tequila,811,2,Campari,1/2 oz
2930,Sidewinder,Tequila,811,3,"Vanilla syrup, preferably B.A. Reynold's",1/2 oz
2931,Sidewinder,Tequila,811,4,Fresh Lime Juice,1/2 oz
2932,Sidewinder,Tequila,811,5,Mezcal,1/4 oz
2933,Sidewinder,Tequila,811,6,"Ginger beer, 1 oz",2 oz
2934,Orange Blossom Cocktail,Cocktail Classics,812,1,Old Mr. Boston Dry Gin,1 oz
2935,Orange Blossom Cocktail,Cocktail Classics,812,2,Orange Juice,1 oz
2936,Orange Blossom Cocktail,Cocktail Classics,812,3,Powdered Sugar,1/4 oz
2937,Shady Lady,Tequila,813,1,Blanco tequila,1 oz
2938,Shady Lady,Tequila,813,2,Melon liqueur,1 oz
2939,Shady Lady,Tequila,813,3,Fresh grapefruit juice,4 oz
2940,Shady Lady,Tequila,813,4,Fresh grapefruit juice,4 oz
2941,Cherry Blossom,Brandy,814,2,Brandy,1 oz
2942,Cherry Blossom,Brandy,814,3,cherry-flavored brandy,1/2 oz
2943,Cherry Blossom,Brandy,814,4,Fresh lemon juice,1/2 oz
2944,Cherry Blossom,Brandy,814,5,Triple Sec,1/4 oz
2945,Cherry Blossom,Brandy,814,6,"Grenadine, maraschino cherry",1/4 oz
2946,The Sfozando,Tequila,815,1,Mezcal,1 oz
2947,The Sfozando,Tequila,815,2,Rye Whiskey,3/4 oz
2948,The Sfozando,Tequila,815,3,Dry Vermouth,1/2 oz
2949,The Sfozando,Tequila,815,4,Benedictine,1/2 oz
2950,The Sfozando,Tequila,815,5,Chocolate bitters,1 oz
2951,Napoleon Cocktail,Cocktail Classics,816,1,Old Mr. Boston Dry Gin,2 oz
2952,Napoleon Cocktail,Cocktail Classics,816,2,Curacao,1/2 oz
2953,Napoleon Cocktail,Cocktail Classics,816,3,Dubonnet,1/2 oz
2954,Moulin Rouge Cocktail,Cocktail Classics,817,1,Old Mr. Boston Sloe Gin,1 1/2 oz
2955,Moulin Rouge Cocktail,Cocktail Classics,817,2,Sweet Vermouth,3/4 oz
2956,Moulin Rouge Cocktail,Cocktail Classics,817,3,Bitters,1 oz
2957,Sea Of Cortez,Tequila,818,1,Blanco tequila,1 1/2 oz
2958,Sea Of Cortez,Tequila,818,2,Fresh Lime Juice,1 oz
2959,Sea Of Cortez,Tequila,818,3,Creme de Cassis,3/4 oz
2960,Sea Of Cortez,Tequila,818,4,Orange curacao,1/4 oz
2961,Satin Sheets,Tequila,819,1,Blanco tequila,1 1/2 oz
2962,Satin Sheets,Tequila,819,2,Falernum,1/2 oz
2963,Satin Sheets,Tequila,819,3,Simple Syrup,1/2 oz
2964,Satin Sheets,Tequila,819,4,Fresh Lime Juice,3/4 oz
2965,Santana Sling,Tequila,820,1,Reposado tequila,1 1/2 oz
2966,Santana Sling,Tequila,820,2,Cherry Heering,1/2 oz
2967,Santana Sling,Tequila,820,3,Batavia arrack or light rum,1/4 oz
2968,Santana Sling,Tequila,820,4,Fresh Lime Juice,1/2 oz
2969,Santana Sling,Tequila,820,5,Ginger beer,3 oz
2970,Rosita,Tequila,821,1,Blanco tequila,1 1/2 oz
2971,Rosita,Tequila,821,2,Sweet Vermouth,1/2 oz
2972,Rosita,Tequila,821,3,Dry Vermouth,1/2 oz
2973,Rosita,Tequila,821,4,Campari,1/2 oz
2974,Rosita,Tequila,821,5,Angostura Bitters,1 oz
2975,Mariposa Cocktail,Cocktail Classics,822,1,Old Mr. Boston Rum,1 oz
2976,Mariposa Cocktail,Cocktail Classics,822,2,Old Mr. Boston Five Star Brandy,1/2 oz
2977,Mariposa Cocktail,Cocktail Classics,822,3,Lemon Juice,1 oz
2978,Mariposa Cocktail,Cocktail Classics,822,4,Orange Juice,1 oz
2979,Mariposa Cocktail,Cocktail Classics,822,5,Grenadine,1 oz
2980,Margarita Cocktail,Cocktail Classics,823,1,Old Mr. Boston Tequila,1 1/2 oz
2981,Margarita Cocktail,Cocktail Classics,823,2,Old Mr. Boston Triple Sec,1/2 oz
2982,Margarita Cocktail,Cocktail Classics,823,3,Lemon or Lime Juice,1 oz
2983,The Refuge,Tequila,824,1,Blanco tequila,1 1/2 oz
2984,The Refuge,Tequila,824,2,Aperol,1/2 oz
2985,The Refuge,Tequila,824,3,Fresh Lime Juice,1/4 oz
2986,The Refuge,Tequila,824,4,Grapefruit Juice,1/4 oz
2987,The Refuge,Tequila,824,5,Agave nectar,1/4 oz
2988,Manhattan Cocktail (dry),Cocktail Classics,825,1,Dry Vermouth,3/4 oz
2989,Manhattan Cocktail (dry),Cocktail Classics,825,2,Old Thompson Blended Whiskey,1 1/2 oz
2990,Mamie Taylor,Cocktail Classics,826,1,Juice of a Lime,1/2 oz
2991,Mamie Taylor,Cocktail Classics,826,2,Desmond & Duff Scotch Whisky,2 oz
2992,Quetzalcoatl,Tequila,827,1,Blanco tequila,1 oz
2993,Quetzalcoatl,Tequila,827,2,Mezcal,3/4 oz
2994,Quetzalcoatl,Tequila,827,3,Creme de peche,1/2 oz
2995,Quetzalcoatl,Tequila,827,4,Guava puree,1/2 oz
2996,Quetzalcoatl,Tequila,827,5,Grapefruit Juice,1/2 oz
2997,Zero Mint,Cocktail Classics,828,1,Mr. Boston Creme de menthe,2 oz
2998,Purple Pancho,Tequila,829,1,"Lime wedge, superfine sugar",For glass
2999,Purple Pancho,Tequila,829,2,Blanco tequila,1 oz
3000,Purple Pancho,Tequila,829,3,Blue curacao,1/2 oz
3001,Purple Pancho,Tequila,829,4,Sloe gin,1/2 oz
3002,Purple Pancho,Tequila,829,5,Fresh Lime Juice,2 oz
3003,Purple Pancho,Tequila,829,6,"each Fresh lemon juice, simple syrup, 1 lime wheel",1 oz
3004,Midnight Express,Rum - Daiquiris,830,1,Dark rum,1 1/2 oz
3005,Midnight Express,Rum - Daiquiris,830,2,Triple Sec,1/2 oz
3006,Midnight Express,Rum - Daiquiris,830,3,Fresh Lime Juice,3/4 oz
3007,Midnight Express,Rum - Daiquiris,830,4,Fresh lemon juice,1/4 oz
3008,Midnight Express,Rum - Daiquiris,830,5,Simple Syrup,1/4 oz
3009,London Special Cocktail,Cocktail Classics,831,3,bitters,2 dashes
3010,Mary Pickford Cocktail,Rum - Daiquiris,832,1,Light Rum,1 1/2 oz
3011,Mary Pickford Cocktail,Rum - Daiquiris,832,2,Pineapple Juice,3/4 oz
3012,Mary Pickford Cocktail,Rum - Daiquiris,832,3,Maraschino liqueur,1/4 oz
3013,Mary Pickford Cocktail,Rum - Daiquiris,832,4,Grenadine,1/4 oz
3014,Charles Cocktail,Brandy,833,1,Brandy,1 1/2 oz
3015,Charles Cocktail,Brandy,833,2,Sweet Vermouth,1 1/2 oz
3016,Charles Cocktail,Brandy,833,3,Angostura Bitters,1 oz
3017,Martinique Rose,Rum - Daiquiris,834,1,Aged rhum agricole,2 oz
3018,Martinique Rose,Rum - Daiquiris,834,2,Amaretto,1/2 oz
3019,Martinique Rose,Rum - Daiquiris,834,3,Fresh Lime Juice,3/4 oz
3020,Martinique Rose,Rum - Daiquiris,834,4,Grapefruit Juice,3/4 oz
3021,Martinique Rose,Rum - Daiquiris,834,5,orgeat or almond syrup,1/2 oz
3022,Mariposa,Rum - Daiquiris,835,1,Light Rum,1 oz
3023,Mariposa,Rum - Daiquiris,835,2,Brandy,1/2 oz
3024,Mariposa,Rum - Daiquiris,835,3,Fresh lemon juice,1/2 oz
3025,Mariposa,Rum - Daiquiris,835,4,Orange juice,1/2 oz
3026,Mariposa,Rum - Daiquiris,835,5,Grenadine,1 oz
3027,Mandeville,Rum - Daiquiris,836,1,Light Rum,1 1/2 oz
3028,Mandeville,Rum - Daiquiris,836,2,Dark rum,1 oz
3029,Mandeville,Rum - Daiquiris,836,3,Fresh lemon juice,1/2 oz
3030,Mandeville,Rum - Daiquiris,836,4,Anisette,1 oz
3031,Mandeville,Rum - Daiquiris,836,5,Grenadine,1 oz
3032,K.C.B. Cocktail,Cocktail Classics,837,1,Old Mr. Boston Kummel,1/2 oz
3033,K.C.B. Cocktail,Cocktail Classics,837,2,Old Mr. Boston Dry Gin,1 1/2 oz
3034,K.C.B. Cocktail,Cocktail Classics,837,3,Old Mr. Boston Apricot Flavored Brandy,1/4 oz
3035,K.C.B. Cocktail,Cocktail Classics,837,4,Lemon Juice,1/4 oz
3036,Malmaison,Rum - Daiquiris,838,2,Light Rum,1 oz
3037,Malmaison,Rum - Daiquiris,838,3,Cream sherry,1/2 oz
3038,Malmaison,Rum - Daiquiris,838,4,Fresh lemon juice,1 oz
3039,Mai-Tai (Trader Vic Version),Rum - Daiquiris,839,1,"Dark rum, preferably Jamaican",2 oz
3040,Mai-Tai (Trader Vic Version),Rum - Daiquiris,839,2,Orange curacao,1/2 oz
3041,Mai-Tai (Trader Vic Version),Rum - Daiquiris,839,3,Fresh lime juice (reserve 1/2 lime shell for garnish),1 oz
3042,Mai-Tai (Trader Vic Version),Rum - Daiquiris,839,4,Orgeat Syrup,1/2 oz
3043,Mai-Tai (Trader Vic Version),Rum - Daiquiris,839,5,Rock candy syrup or simple syrup,1/4 oz
3044,Jersey Lightning Cocktail,Cocktail Classics,840,1,Apple Brandy,1 1/2 oz
3045,Jersey Lightning Cocktail,Cocktail Classics,840,2,Sweet Vermouth,1/2 oz
3046,Jersey Lightning Cocktail,Cocktail Classics,840,3,Juice of a Lime,1 oz
3047,Lumination,Rum - Daiquiris,841,1,Fresh ginger,2 oz
3048,Lumination,Rum - Daiquiris,841,2,Simple Syrup,1 oz
3049,Lumination,Rum - Daiquiris,841,3,Dark rum,2 oz
3050,Lumination,Rum - Daiquiris,841,4,VS cognac,1 oz
3051,Lumination,Rum - Daiquiris,841,5,"each Fresh lemon juice, Angostura bitters",1 oz
3052,Jamaica Glow Cocktail,Cocktail Classics,842,1,Old Mr. Boston Dry Gin,1 oz
3053,Jamaica Glow Cocktail,Cocktail Classics,842,2,Claret,1 oz
3054,Jamaica Glow Cocktail,Cocktail Classics,842,3,Orange Juice,1 oz
3055,Jamaica Glow Cocktail,Cocktail Classics,842,4,Jamaica Rum,1 oz
3056,Lounge Lizard,Rum - Daiquiris,843,1,Dark rum,1 oz
3057,Lounge Lizard,Rum - Daiquiris,843,2,Amaretto,1/2 oz
3058,Jack-in-the-Box Cocktail,Cocktail Classics,844,1,Apple Brandy,1 oz
3059,Jack-in-the-Box Cocktail,Cocktail Classics,844,2,Pineapple Juice,1 oz
3060,Jack-in-the-Box Cocktail,Cocktail Classics,844,3,Bitters,1 oz
3061,Irish Whisky Cocktail,Cocktail Classics,845,1,Old Mr. Boston Triple Sec,1/2 oz
3062,Irish Whisky Cocktail,Cocktail Classics,845,2,Absinthe Substitute,1/2 oz
3063,Irish Whisky Cocktail,Cocktail Classics,845,3,Maraschino,1/4 oz
3064,Irish Whisky Cocktail,Cocktail Classics,845,4,Bitters,1 oz
3065,Irish Whisky Cocktail,Cocktail Classics,845,5,Irish Whiskey,2 oz
3066,Look Out Below,Rum - Daiquiris,846,1,151-Proof Rum,1 1/2 oz
3067,Look Out Below,Rum - Daiquiris,846,2,Fresh Lime Juice,1/2 oz
3068,Look Out Below,Rum - Daiquiris,846,3,Grenadine,1/4 oz
3069,Little Princess Cocktail,Rum - Daiquiris,847,1,Light Rum,1 1/2 oz
3070,Little Princess Cocktail,Rum - Daiquiris,847,2,Sweet Vermouth,1 1/2 oz
3071,Little Devil Cocktail,Rum - Daiquiris,848,1,Light Rum,3/4 oz
3072,Little Devil Cocktail,Rum - Daiquiris,848,2,Gin,3/4 oz
3073,Little Devil Cocktail,Rum - Daiquiris,848,3,Fresh lemon juice,1/2 oz
3074,Little Devil Cocktail,Rum - Daiquiris,848,4,Triple Sec,1/4 oz
3075,Champs Elysees Cocktail,Brandy,849,1,Brandy,1 oz
3076,Champs Elysees Cocktail,Brandy,849,2,Yellow Chartreuse,1/2 oz
3077,Champs Elysees Cocktail,Brandy,849,3,Fresh lemon juice,1/2 oz
3078,Champs Elysees Cocktail,Brandy,849,4,Simple Syrup,1 oz
3079,Champs Elysees Cocktail,Brandy,849,5,Angostura Bitters,1 oz
3080,Hop Toad Cocktail,Cocktail Classics,850,1,Juice of a Lime,1/2 oz
3081,Hop Toad Cocktail,Cocktail Classics,850,2,Old Mr. Boston Apricot Flavored Brandy,3/4 oz
3082,Hop Toad Cocktail,Cocktail Classics,850,3,Old Mr. Boston Rum,3/4 oz
