,name,category,row_id,ingredient_number,ingredient,measure
1255,Calm Voyage,Cocktail Classics,354,1,Strega,1/2 oz
1256,Calm Voyage,Cocktail Classics,354,2,Light Rum,1/2 oz
1257,Calm Voyage,Cocktail Classics,354,3,Passion Fruit Syrup,1 oz
1258,Calm Voyage,Cocktail Classics,354,4,Lemon Juice,2 oz
1259,Calm Voyage,Cocktail Classics,354,5,Egg White,1/2 oz
1260,Pink Lemonade,Vodka,355,1,Citrus-flavored vodka,1 1/2 oz
1261,Pink Lemonade,Vodka,355,2,Triple Sec,1/4 oz
1262,Pink Lemonade,Vodka,355,3,Fresh Lime Juice,1/4 oz
1263,Pink Lemonade,Vodka,355,4,Fresh lemon juice,1/4 oz
1264,Pink Lemonade,Vodka,355,5,Simple Syrup,1/4 oz
1265,Pink Lemonade,Vodka,355,6,"Cranberry Juice, lemon wheel",2 oz
1266,Caledonia,Cocktail Classics,356,1,Creme de Cacao (Brown),1 oz
1267,Caledonia,Cocktail Classics,356,2,Brandy,1 oz
1268,Caledonia,Cocktail Classics,356,3,Milk,1 oz
1269,Caledonia,Cocktail Classics,356,4,Egg Yolk,1 oz
1270,Caf_ di Amaretto,Cocktail Classics,357,1,Hot Black Coffee,1 oz
1271,Caf_ di Amaretto,Cocktail Classics,357,2,Amaretto,1 oz
1272,Cafe De Paris Cocktail,Cocktail Classics,358,1,Egg White,1 oz
1273,Cafe De Paris Cocktail,Cocktail Classics,358,2,Anis,1 oz
1274,Cafe De Paris Cocktail,Cocktail Classics,358,3,Light cream,1 oz
1275,Cafe De Paris Cocktail,Cocktail Classics,358,4,Gin,1 1/2 oz
1276,Aztec's Mark,Whiskies,359,1,Bourbon whiskey,1 1/2 oz
1277,Aztec's Mark,Whiskies,359,2,White creme de cacao,1/2 oz
1278,Aztec's Mark,Whiskies,359,3,Benedictine,1/4 oz
1279,Aztec's Mark,Whiskies,359,4,Hot red pepper sauce,2 oz
1280,Fontainebleau Special,Brandy,360,1,Brandy,1 oz
1281,Fontainebleau Special,Brandy,360,2,Anisette,1 oz
1282,Fontainebleau Special,Brandy,360,3,Dry Vermouth,1/2 oz
1283,Suntan,Cocktail Classics,361,1,Hot Shot Tropical Fruit Liqueur,2 oz
1284,Suntan,Cocktail Classics,361,2,Orange Juice,2 oz
1285,Sunburn,Cocktail Classics,362,1,Hot Shot Tropical Fruit Liqueur,2 oz
1286,Sunburn,Cocktail Classics,362,2,Grapefruit Juice,2 oz
1287,Suissesse Cocktail,Cocktail Classics,363,1,Anisette,2 oz
1288,Suissesse Cocktail,Cocktail Classics,363,2,Egg White,1 oz
1289,Strawberry Sunries,Cocktail Classics,364,1,Strawberry schnapps,2 oz
1290,Strawberry Sunries,Cocktail Classics,364,2,Grenadine,1/2 oz
1291,Autumn Leaves,Whiskies,365,1,Straight rye whiskey,3/4 oz
1292,Autumn Leaves,Whiskies,365,2,Apple Brandy,3/4 oz
1293,Autumn Leaves,Whiskies,365,3,Sweet Vermouth,3/4 oz
1294,Autumn Leaves,Whiskies,365,4,Strega,1/4 oz
1295,Autumn Leaves,Whiskies,365,5,Angostura Bitters,2 oz
1296,Pickled Pink,Vodka,366,1,Vodka,2 oz
1297,Pickled Pink,Vodka,366,2,Aquavit,1 oz
1298,Pickled Pink,Vodka,366,3,Dill pickle brine,1/2 oz
1299,Pickled Pink,Vodka,366,4,Angostura Bitters,2 oz
1300,Aquarius,Whiskies,367,1,Blended Scotch Whiskey,1 1/2 oz
1301,Aquarius,Whiskies,367,2,cherry-flavored brandy,1/2 oz
1302,Aquarius,Whiskies,367,3,Cranberry Juice,1 oz
1303,Soul Kiss Cocktail,Cocktail Classics,368,1,Orange Juice,1 1/2 oz
1304,Soul Kiss Cocktail,Cocktail Classics,368,2,Dubonnet,1 1/2 oz
1305,Soul Kiss Cocktail,Cocktail Classics,368,3,Dry Vermouth,3/4 oz
1306,Soul Kiss Cocktail,Cocktail Classics,368,4,Bourbon,3/4 oz
1307,Pickled Martini,Vodka,369,1,Vodka,2 oz
1308,Pickled Martini,Vodka,369,2,Dry Vermouth,1/4 oz
1309,Pickled Martini,Vodka,369,3,Sweet pickle brine,3/4 oz
1310,Pickled Martini,Vodka,369,4,Sweet pickle slice,1
1311,Sloe Gin Flip,Cocktail Classics,370,1,Whole Egg,1 oz
1312,Sloe Gin Flip,Cocktail Classics,370,2,Powdered Sugar,1 oz
1313,Sloe Gin Flip,Cocktail Classics,370,3,Sloe gin,1 oz
1314,Sloe Gin Flip,Cocktail Classics,370,4,Light Cream (if desired),2 oz
1315,Angel's Share,Whiskies,371,1,Bourbon whiskey,1 1/2 oz
1316,Angel's Share,Whiskies,371,2,Amaro,1/2 oz
1317,Angel's Share,Whiskies,371,3,Creme de Cassis,1/4 oz
1318,Angel's Share,Whiskies,371,4,Orange Bitters,1 oz
1319,Silver Stallion Fizz,Cocktail Classics,372,1,Vanilla Ice Cream,1 oz
1320,Silver Stallion Fizz,Cocktail Classics,372,2,Gin,2 oz
1321,Silver King Cocktail,Cocktail Classics,373,1,Egg White,1 oz
1322,Silver King Cocktail,Cocktail Classics,373,2,Juice of a Lemon,1/4 oz
1323,Silver King Cocktail,Cocktail Classics,373,3,Gin,1 1/2 oz
1324,Silver King Cocktail,Cocktail Classics,373,4,Powdered Sugar,1/2 oz
1325,Silver King Cocktail,Cocktail Classics,373,5,Orange Bitters,2 oz
1326,American Trilogy,Whiskies,374,1,"Brown sugar cube, such as Demerara",1 oz
1327,American Trilogy,Whiskies,374,2,Straight rye whiskey,1 oz
1328,American Trilogy,Whiskies,374,3,Applejack,1 oz
1329,Silver Fizz,Cocktail Classics,375,1,Juice of a Lemon,1/2 oz
1330,Silver Fizz,Cocktail Classics,375,2,Powdered Sugar,1 oz
1331,Silver Fizz,Cocktail Classics,375,3,Gin,2 oz
1332,Silver Fizz,Cocktail Classics,375,4,Egg White,1 oz
1333,Sherry Twist Cocktail,Cocktail Classics,376,1,Cream sherry,1 oz
1334,Sherry Twist Cocktail,Cocktail Classics,376,2,Brandy,1/2 oz
1335,Sherry Twist Cocktail,Cocktail Classics,376,3,Dry Vermouth,1/2 oz
1336,Sherry Twist Cocktail,Cocktail Classics,376,4,Triple Sec,1/2 oz
1337,Sherry Twist Cocktail,Cocktail Classics,376,5,Lemon Juice,1/2 oz
1338,Sherry Sangaree,Cocktail Classics,377,1,Powdered Sugar,1/2 oz
1339,Sherry Sangaree,Cocktail Classics,377,2,Water,1 oz
1340,Sherry Sangaree,Cocktail Classics,377,3,Cream sherry,2 oz
1341,Sherry Sangaree,Cocktail Classics,377,5,Port,1 oz
1342,Sherry Milk Punch,Cocktail Classics,378,1,Powdered Sugar,1 oz
1343,Sherry Milk Punch,Cocktail Classics,378,2,Cream sherry,2 oz
1344,Petit Zinc,Vodka,379,1,Vodka,1 oz
1345,Petit Zinc,Vodka,379,2,Triple Sec,1/2 oz
1346,Petit Zinc,Vodka,379,3,Sweet Vermouth,1/2 oz
1347,Petit Zinc,Vodka,379,4,Orange juice,1/2 oz
1348,Sherry Flip,Cocktail Classics,380,1,Whole Egg,1 oz
1349,Sherry Flip,Cocktail Classics,380,2,Powdered Sugar,1 oz
1350,Sherry Flip,Cocktail Classics,380,3,Cream sherry,1 1/2 oz
1351,Sherry Flip,Cocktail Classics,380,4,Light Cream (if desired),2 oz
1352,Sherry-and-Egg Cocktail,Cocktail Classics,381,2,cream sherry,2 oz
1353,Americana,Whiskies,382,1,Tennessee whiskey,1 oz
1354,Americana,Whiskies,382,2,Simple Syrup,1/2 oz
1355,Americana,Whiskies,382,3,Angostura Bitters,2 oz
1356,Allegheny,Whiskies,383,1,Bourbon whiskey,1 oz
1357,Allegheny,Whiskies,383,2,Dry Vermouth,1 oz
1358,Allegheny,Whiskies,383,3,Blackberry-flavored brandy,1/2 oz
1359,Allegheny,Whiskies,383,4,Fresh lemon juice,1/2 oz
1360,Sevilla Cocktail,Cocktail Classics,384,1,Powdered Sugar,1/2 oz
1361,Sevilla Cocktail,Cocktail Classics,384,2,Whole Egg,1 oz
1362,Sevilla Cocktail,Cocktail Classics,384,3,Port,1 oz
1363,Sevilla Cocktail,Cocktail Classics,384,4,Light Rum,1 oz
1364,September Morn Cocktail,Cocktail Classics,385,1,Egg White,1 oz
1365,September Morn Cocktail,Cocktail Classics,385,2,Light Rum,1 oz
1366,September Morn Cocktail,Cocktail Classics,385,3,Juice of a Lime,1/2 oz
1367,September Morn Cocktail,Cocktail Classics,385,4,Grenadine,1 oz
1368,Peach Iced Tea,Vodka,386,1,Peach-flavored vodka,1 1/2 oz
1369,Peach Iced Tea,Vodka,386,2,Orange curacao,1/2 oz
1370,Peach Iced Tea,Vodka,386,3,Fresh lemon juice,3/4 oz
1371,Peach Iced Tea,Vodka,386,4,Honey Syrup,1/2 oz
1372,Peach Iced Tea,Vodka,386,5,Iced tea,2 oz
1373,Fantasio Cocktail,Brandy,387,1,Brandy,1 oz
1374,Fantasio Cocktail,Brandy,387,2,Dry Vermouth,3/4 oz
1375,Fantasio Cocktail,Brandy,387,3,White creme de menthe,1 oz
1376,Fantasio Cocktail,Brandy,387,4,Maraschino liqueur,1 oz
1377,Scotch Bird Flyer,Cocktail Classics,388,1,Scotch,1 1/2 oz
1378,Scotch Bird Flyer,Cocktail Classics,388,2,Egg Yolk,1 oz
1379,Scotch Bird Flyer,Cocktail Classics,388,3,Triple Sec,1/2 oz
1380,Scotch Bird Flyer,Cocktail Classics,388,4,Powdered Sugar,1/2 oz
1381,Scotch Bird Flyer,Cocktail Classics,388,5,Light cream,1 oz
1382,Algonquin,Whiskies,389,1,Straight rye whiskey,1 1/2 oz
1383,Algonquin,Whiskies,389,2,Dry Vermouth,1 oz
1384,Algonquin,Whiskies,389,3,Pineapple Juice,1 oz
1385,Savannah,Cocktail Classics,390,1,Juice of Orange,1/2 oz
1386,Savannah,Cocktail Classics,390,2,Gin,1 oz
1387,Savannah,Cocktail Classics,390,3,White creme de cacao,1 oz
1388,Savannah,Cocktail Classics,390,4,Egg White,1 oz
1389,Pink Rose Fizz,Cocktail Classics,391,1,Juice of a Lemon,1/2 oz
1390,Pink Rose Fizz,Cocktail Classics,391,2,Powdered Sugar,1 oz
1391,Pink Rose Fizz,Cocktail Classics,391,3,Egg White,1 oz
1392,Pink Rose Fizz,Cocktail Classics,391,4,Light cream,2 oz
1393,Pink Rose Fizz,Cocktail Classics,391,5,Gin,2 oz
1394,Ninotchka Cocktail,Vodka,392,1,Vodka,1 1/2 oz
1395,Ninotchka Cocktail,Vodka,392,2,White creme de cacao,1/2 oz
1396,Ninotchka Cocktail,Vodka,392,3,Fresh lemon juice,1/4 oz
1397,Prairie Oyster,Cocktail Classics,393,1,Brandy,1 oz
1398,Prairie Oyster,Cocktail Classics,393,2,Worcestershire Sauce,1 oz
1399,Prairie Oyster,Cocktail Classics,393,3,Catsup,1 oz
1400,Prairie Oyster,Cocktail Classics,393,4,Vinegar,1 oz
1401,Prairie Oyster,Cocktail Classics,393,5,Pepper,1 oz
1402,Prairie Chicken,Cocktail Classics,394,1,Gin,1 oz
1403,Prairie Chicken,Cocktail Classics,394,2,Whole Egg,1 oz
1404,Pousse L'Amour,Cocktail Classics,395,1,Maraschino,1 oz
1405,Pousse L'Amour,Cocktail Classics,395,2,Egg Yolk,1 oz
1406,Pousse L'Amour,Cocktail Classics,395,3,Benedictine,1/2 oz
1407,Pousse L'Amour,Cocktail Classics,395,4,Brandy,1/2 oz
1408,Puerto Apple,Cocktail Classics,396,1,Applejack,1 1/2 oz
1409,Puerto Apple,Cocktail Classics,396,2,Light Rum,3/4 oz
1410,Puerto Apple,Cocktail Classics,396,3,Lime Juice,1 oz
1411,Puerto Apple,Cocktail Classics,396,4,Orgeat Syrup,1 oz
1412,Akogare,Whiskies,397,1,Straight rye whiskey,1 1/2 oz
1413,Akogare,Whiskies,397,2,Ginger syrup,3/4 oz
1414,Akogare,Whiskies,397,3,"Cold brewed black tea, preferably Japanese",3/4 oz
1415,Akogare,Whiskies,397,4,Fresh lemon juice,3/4 oz
1416,Prado,Cocktail Classics,398,1,Tequila,1 1/2 oz
1417,Prado,Cocktail Classics,398,2,Lemon Juice,3/4 oz
1418,Prado,Cocktail Classics,398,3,Maraschino,1 oz
1419,Prado,Cocktail Classics,398,4,Egg White,1/2 oz
1420,Prado,Cocktail Classics,398,5,Grenadine,1 oz
1421,Port Wine Flip,Cocktail Classics,399,1,Whole Egg,1 oz
1422,Port Wine Flip,Cocktail Classics,399,2,Powdered Sugar,1 oz
1423,Port Wine Flip,Cocktail Classics,399,3,Port,1 1/2 oz
1424,Port Wine Flip,Cocktail Classics,399,4,Light Cream (if desired),2 oz
1425,Port Wine Cobbler,Cocktail Classics,400,1,powdered sugar,1 tsp
1426,Port Wine Cobbler,Cocktail Classics,400,2,carbonated water,2 oz
1427,Port Wine Cobbler,Cocktail Classics,400,4,port,3 oz
1428,Nijinksy Blini,Vodka,401,1,Vodka,1 oz
1429,Nijinksy Blini,Vodka,401,2,Peach schnapps,1 oz
1430,Nijinksy Blini,Vodka,401,3,Peach puree,1 oz
1431,Nijinksy Blini,Vodka,401,4,Fresh lemon juice,1/4 oz
1432,Affinity Cocktail (whisky),Whiskies,402,1,Blended Scotch Whiskey,1 oz
1433,Affinity Cocktail (whisky),Whiskies,402,2,Dry Vermouth,1 oz
1434,Affinity Cocktail (whisky),Whiskies,402,3,Sweet Vermouth,1 oz
1435,Affinity Cocktail (whisky),Whiskies,402,4,Orange Bitters,3 oz
1436,Plain Vermouth Cocktail,Cocktail Classics,403,1,Dry Vermouth,1 oz
1437,Plain Vermouth Cocktail,Cocktail Classics,403,2,Sweet Vermouth,1 oz
1438,Plain Vermouth Cocktail,Cocktail Classics,403,3,Orange Bitters,1 oz
1439,Ping-Pong Cocktail,Cocktail Classics,404,1,Juice of a Lemon,1/4 oz
1440,Ping-Pong Cocktail,Cocktail Classics,404,2,Egg White,1 oz
1441,Ping-Pong Cocktail,Cocktail Classics,404,3,Sloe gin,2 oz
1442,Moscow Mule,Vodka,405,1,Vodka,1 1/2 oz
1443,Moscow Mule,Vodka,405,2,Fresh Lime Juice,1/2 oz
1444,Phoebe Snow,Cocktail Classics,406,1,Dubonnet,1 1/2 oz
1445,Phoebe Snow,Cocktail Classics,406,2,Brandy,1 1/2 oz
1446,Phoebe Snow,Cocktail Classics,406,3,Anis,1/2 oz
1447,Affinity Cocktail,Whiskies,407,1,Straight rye whiskey,2 oz
1448,Affinity Cocktail,Whiskies,407,2,Maraschino liqueur,3/4 oz
1449,Affinity Cocktail,Whiskies,407,3,Fresh lemon juice,3/4 oz
1450,Affinity Cocktail,Whiskies,407,4,Orange Bitters,2 oz
1451,Peggy Cocktail,Cocktail Classics,408,1,Dry Vermouth,3/4 oz
1452,Peggy Cocktail,Cocktail Classics,408,2,Gin,1 1/2 oz
1453,Peggy Cocktail,Cocktail Classics,408,3,Anis,1/4 oz
1454,Peggy Cocktail,Cocktail Classics,408,4,Dubonnet,1/4 oz
1455,Peach Blow Fizz,Cocktail Classics,409,1,Juice of a Lemon,1/2 oz
1456,Peach Blow Fizz,Cocktail Classics,409,2,Powdered Sugar,1 oz
1457,Peach Blow Fizz,Cocktail Classics,409,3,Light cream,1 oz
1458,Peach Blow Fizz,Cocktail Classics,409,4,Gin,2 oz
1459,Peach Blow Fizz,Cocktail Classics,409,5,Peach,1/4 oz
1460,Peach Blossom,Cocktail Classics,410,1,Lemon Juice,1 oz
1461,Peach Blossom,Cocktail Classics,410,2,Powdered Sugar,1/2 oz
1462,Peach Blossom,Cocktail Classics,410,3,Gin,2 oz
1463,Peach Blossom,Cocktail Classics,410,4,Peach,1/2 oz
1464,Passion Mimosa,Cocktail Classics,411,1,Chilled Passion Fruit Juice,2 oz
1465,Mocha Express,Vodka,412,1,Vodka,1 1/2 oz
1466,Mocha Express,Vodka,412,2,Irish cream liqueur,3/4 oz
1467,Mocha Express,Vodka,412,3,Coffee liqueur,3/4 oz
1468,Mocha Express,Vodka,412,4,Cold brewed espresso coffee,3/4 oz
1469,Palmer Cocktail,Cocktail Classics,413,1,Blended whiskey,2 oz
1470,Palmer Cocktail,Cocktail Classics,413,2,Bitters,1 oz
1471,Palmer Cocktail,Cocktail Classics,413,3,Lemon Juice,1/2 oz
1472,Mr. 404,Vodka,414,1,Vodka,1 1/2 oz
1473,Mr. 404,Vodka,414,2,Elderflower liqueur,3/4 oz
1474,Mr. 404,Vodka,414,3,Fresh lemon juice,3/4 oz
1475,Mr. 404,Vodka,414,4,Simple Syrup,1/2 oz
1476,Mr. 404,Vodka,414,5,Aperol,1/2 oz
1477,Mountain Cocktail,Cocktail Classics,415,1,Egg White,1 oz
1478,Mountain Cocktail,Cocktail Classics,415,2,Lemon Juice,1/4 oz
1479,Mountain Cocktail,Cocktail Classics,415,3,Dry Vermouth,1/4 oz
1480,Mountain Cocktail,Cocktail Classics,415,4,Sweet Vermouth,1/4 oz
1481,Mountain Cocktail,Cocktail Classics,415,5,Blended whiskey,1 1/2 oz
1482,Morning Glory Fizz,Cocktail Classics,416,1,Juice of a Lemon,1/2 oz
1483,Morning Glory Fizz,Cocktail Classics,416,2,Powdered Sugar,1 oz
1484,Morning Glory Fizz,Cocktail Classics,416,3,Egg White,1 oz
1485,Morning Glory Fizz,Cocktail Classics,416,4,Anis,1/2 oz
1486,Morning Glory Fizz,Cocktail Classics,416,5,Scotch,2 oz
1487,Adderly Cocktail,Whiskies,417,1,Straight rye whiskey,2 oz
1488,Adderly Cocktail,Whiskies,417,2,Maraschino liqueur,3/4 oz
1489,Adderly Cocktail,Whiskies,417,3,Orange Bitters,2 oz
1490,Adderly Cocktail,Whiskies,417,4,Fresh lemon juice,3/4 oz
1491,Fancy Brandy,Brandy,418,1,Brandy,2 oz
1492,Fancy Brandy,Brandy,418,2,Triple Sec,1/4 oz
1493,Fancy Brandy,Brandy,418,3,Simple Syrup,1/4 oz
1494,Fancy Brandy,Brandy,418,4,Angostura Bitters,1 oz
1495,Montreal Gin Sour,Cocktail Classics,419,1,Gin,1 oz
1496,Montreal Gin Sour,Cocktail Classics,419,2,Lemon Juice,1 oz
1497,Montreal Gin Sour,Cocktail Classics,419,3,Egg White,1/2 oz
1498,Montreal Gin Sour,Cocktail Classics,419,4,Powdered Sugar,1 oz
1499,Montezuma,Cocktail Classics,420,1,Tequila,1 1/2 oz
1500,Montezuma,Cocktail Classics,420,2,Madeira,1 oz
1501,Montezuma,Cocktail Classics,420,3,Egg Yolk,1 oz
1502,Montezuma,Cocktail Classics,420,4,Crushed ice,1/2 oz
1503,Miss Jones,Vodka,421,1,Vanilla-flavored vodka,1 1/2 oz
1504,Miss Jones,Vodka,421,2,Fresh lemon juice,1 oz
1505,Miss Jones,Vodka,421,3,Butterscotch schnapps,1/2 oz
1506,Miss Jones,Vodka,421,4,Limoncello,1/2 oz
1507,Mint Gin Cocktail,Cocktail Classics,422,1,Mint-Flavored Gin,1 oz
1508,Mint Gin Cocktail,Cocktail Classics,422,2,White Port Wine,1 oz
1509,Mint Gin Cocktail,Cocktail Classics,422,3,Dry Vermouth,1 1/2 oz
1510,Mint Collins,Cocktail Classics,423,1,Juice of a Lemon,1/2 oz
1511,Mint Collins,Cocktail Classics,423,2,Mint-Flavored Gin,2 oz
1512,Million-Dollar Cocktail,Cocktail Classics,424,1,Pineapple Juice,2 oz
1513,Million-Dollar Cocktail,Cocktail Classics,424,2,Grenadine,1 oz
1514,Million-Dollar Cocktail,Cocktail Classics,424,3,Egg White,1 oz
1515,Million-Dollar Cocktail,Cocktail Classics,424,4,Sweet Vermouth,3/4 oz
1516,Million-Dollar Cocktail,Cocktail Classics,424,5,Gin,1 1/2 oz
1517,Millionaire Cocktail,Cocktail Classics,425,1,Egg White,1 oz
1518,Millionaire Cocktail,Cocktail Classics,425,2,Grenadine,1/4 oz
1519,Millionaire Cocktail,Cocktail Classics,425,3,Triple Sec,1/2 oz
1520,Millionaire Cocktail,Cocktail Classics,425,4,Blended whiskey,1 1/2 oz
1521,Academic Review,Whiskies,426,1,Irish Whiskey,1 1/2 oz
1522,Academic Review,Whiskies,426,2,Applejack,1/2 oz
1523,Academic Review,Whiskies,426,3,Amaro Nonino,1/2 oz
1524,Academic Review,Whiskies,426,4,Rye Whiskey,1/2 oz
1525,Academic Review,Whiskies,426,5,Demerara Syrup,1/4 oz
1526,Academic Review,Whiskies,426,6,Mole bitters 1 oz,2 oz
1527,Milk Punch,Cocktail Classics,427,1,Powdered Sugar,1 oz
1528,Milk Punch,Cocktail Classics,427,2,Blended whiskey,2 oz
1529,Milk Punch,Cocktail Classics,427,3,Milk,1 oz
1530,Merry Widow Fizz,Cocktail Classics,428,1,Juice of Orange,1/2 oz
1531,Merry Widow Fizz,Cocktail Classics,428,2,Juice of a Lemon,1/2 oz
1532,Merry Widow Fizz,Cocktail Classics,428,3,Egg White,1 oz
1533,Merry Widow Fizz,Cocktail Classics,428,4,Powdered Sugar,1 oz
1534,Merry Widow Fizz,Cocktail Classics,428,5,Sloe gin,1 1/2 oz
1535,May Blossom Fizz,Cocktail Classics,429,1,Grenadine,1 oz
1536,May Blossom Fizz,Cocktail Classics,429,2,Juice of a Lemon,1/2 oz
1537,May Blossom Fizz,Cocktail Classics,429,3,Swedish Punch,2 oz
1538,Mary Garden Cocktail,Cocktail Classics,430,1,Dubonnet,1 1/2 oz
1539,Mary Garden Cocktail,Cocktail Classics,430,2,Dry Vermouth,3/4 oz
1540,19th Century,Whiskies,431,1,Bourbon whiskey,1 1/2 oz
1541,19th Century,Whiskies,431,2,Fresh lemon juice,3/4 oz
1542,19th Century,Whiskies,431,3,White creme de cacao,3/4 oz
1543,19th Century,Whiskies,431,4,Lillet Rouge,3/4 oz
1544,Manila Fizz,Cocktail Classics,432,1,Gin,2 oz
1545,Manila Fizz,Cocktail Classics,432,2,Whole Egg,1 oz
1546,Manila Fizz,Cocktail Classics,432,3,Powdered Sugar,1 oz
1547,Manila Fizz,Cocktail Classics,432,4,Root Beer,2 oz
1548,Manila Fizz,Cocktail Classics,432,5,Juice of a Lime,1/2 oz
1549,1626,Whiskies,433,1,Bourbon whiskey,2 1/2 oz
1550,1626,Whiskies,433,2,Gingerbread liqueur,3/4 oz
1551,1626,Whiskies,433,3,cherry-flavored brandy,1/2 oz
1552,1626,Whiskies,433,4,Angostura Bitters,2 oz
1553,1626,Whiskies,433,5,Italian preserved cherry,1 oz
1554,Maracuya Mosquito,Vodka,434,1,Fresh basil leaves,4 oz
1555,Maracuya Mosquito,Vodka,434,2,Vodka,1 1/2 oz
1556,Maracuya Mosquito,Vodka,434,3,Green Chartreuse,1/2 oz
1557,Maracuya Mosquito,Vodka,434,4,Fresh Lime Juice,1/2 oz
1558,Maracuya Mosquito,Vodka,434,5,Simple Syrup,1/2 oz
1559,Maracuya Mosquito,Vodka,434,6,"Passion Fruit Juice, basil leaf",1 oz
1560,Madras,Vodka,435,1,Vodka,1 1/2 oz
1561,Madras,Vodka,435,2,Cranberry Juice,4 oz
1562,Madras,Vodka,435,3,Orange juice,1 oz
1563,Absinthe Cocktail,Cocktail Classics,436,1,Absinthe Substitute,1 1/2 oz
1564,Absinthe Cocktail,Cocktail Classics,436,2,Water,2 oz
1565,Absinthe Cocktail,Cocktail Classics,436,3,Old Mr. Boston Anisette,1 1/2 oz
1566,Absinthe Cocktail,Cocktail Classics,436,4,Orange Bitters,1 oz
1567,Lychee Lucy,Vodka,437,1,Vodka,1 1/2 oz
1568,Lychee Lucy,Vodka,437,2,Lychee liqueur,1/2 oz
1569,Lychee Lucy,Vodka,437,3,Fresh orange juice,1/2 oz
1570,Lychee Lucy,Vodka,437,4,Pineapple Juice,1/2 oz
1571,Lychee Lucy,Vodka,437,5,Angostura Bitters,2 oz
1572,Vodka Martini,Cocktail Classics,438,1,Mr. Boston Vodka,1 1/2 oz
1573,Vodka Martini,Cocktail Classics,438,2,Dry Vermouth,3/4 oz
1574,The Loop,Vodka,439,1,Black cherry-flavored vodka,2 oz
1575,The Loop,Vodka,439,2,White creme de cacao,1/2 oz
1576,The Loop,Vodka,439,3,Chile Syrup,1/2 oz
1577,Long Island Iced Tea,Vodka,440,1,Vodka,3/4 oz
1578,Long Island Iced Tea,Vodka,440,2,Blanco tequila,3/4 oz
1579,Long Island Iced Tea,Vodka,440,3,Gin,3/4 oz
1580,Long Island Iced Tea,Vodka,440,4,Light Rum,3/4 oz
1581,Long Island Iced Tea,Vodka,440,5,Triple Sec,3/4 oz
1582,Long Island Iced Tea,Vodka,440,6,"Simple Syrup, 1/2 oz",1/2 oz
1583,Fallen Leaves,Brandy,441,1,Calvados,3/4 oz
1584,Fallen Leaves,Brandy,441,2,Sweet Vermouth,3/4 oz
1585,Fallen Leaves,Brandy,441,3,Dry Vermouth,1/4 oz
1586,Fallen Leaves,Brandy,441,4,Brandy,1 oz
1587,L'italienne,Vodka,442,1,Vodka,2 oz
1588,L'italienne,Vodka,442,2,Lillet Blanc,1/4 oz
1589,L'italienne,Vodka,442,3,Ramazzotti Amaro,1/4 oz
1590,L'italienne,Vodka,442,4,Orange Bitters,1 oz
1591,Rum Dubonnet,Cocktail Classics,443,1,Light Rum,1 1/2 oz
1592,Rum Dubonnet,Cocktail Classics,443,2,Dubonnet,1 1/2 oz
1593,Rum Dubonnet,Cocktail Classics,443,3,Lemon Juice,1 oz
1594,Ruby Fizz,Cocktail Classics,444,1,Juice of a Lemon,1/2 oz
1595,Ruby Fizz,Cocktail Classics,444,2,Powdered Sugar,1 oz
1596,Ruby Fizz,Cocktail Classics,444,3,Egg White,1 oz
1597,Ruby Fizz,Cocktail Classics,444,4,Grenadine,1 oz
1598,Ruby Fizz,Cocktail Classics,444,5,Sloe gin,2 oz
1599,Limoncello Manzanilla Marmalade Sour,Vodka,445,1,Citrus-flavored vodka,1 1/2 oz
1600,Limoncello Manzanilla Marmalade Sour,Vodka,445,2,Limoncello,3/4 oz
1601,Limoncello Manzanilla Marmalade Sour,Vodka,445,3,Manzanilla sherry,3/4 oz
1602,Limoncello Manzanilla Marmalade Sour,Vodka,445,4,Fresh lemon juice,3/4 oz
1603,Limoncello Manzanilla Marmalade Sour,Vodka,445,5,Grapefruit marmalade,1 oz
1604,Royal Purple Punch,Cocktail Classics,446,1,red wine,2 bottles
1605,Royal Gin Fizz,Cocktail Classics,447,1,Juice of a Lemon,1/2 oz
1606,Royal Gin Fizz,Cocktail Classics,447,2,Powdered Sugar,1 oz
1607,Royal Gin Fizz,Cocktail Classics,447,3,Gin,2 oz
1608,Royal Gin Fizz,Cocktail Classics,447,4,Whole Egg,1 oz
1609,Royal Cocktail,Cocktail Classics,448,1,Whole Egg,1 oz
1610,Royal Cocktail,Cocktail Classics,448,2,Juice of a Lemon,1/2 oz
1611,Royal Cocktail,Cocktail Classics,448,3,Powdered Sugar,1/2 oz
1612,Royal Cocktail,Cocktail Classics,448,4,Gin,1 1/2 oz
1613,Royal Clover Club Cocktail,Cocktail Classics,449,1,Juice of a Lime,1 oz
1614,Royal Clover Club Cocktail,Cocktail Classics,449,2,Grenadine,1 oz
1615,Royal Clover Club Cocktail,Cocktail Classics,449,3,Egg Yolk,1 oz
1616,Royal Clover Club Cocktail,Cocktail Classics,449,4,Gin,1 1/2 oz
1617,Lights On The Plaza,Vodka,450,1,"Cucumber slices, chopped",2
1618,Lights On The Plaza,Vodka,450,2,Fresh lemon juice,1/2 oz
1619,Lights On The Plaza,Vodka,450,3,Simple Syrup,1/2 oz
1620,Lights On The Plaza,Vodka,450,4,Acai berry flavored vodka,1 1/2 oz
1621,Lights On The Plaza,Vodka,450,5,Black raspberry liqueur,1/2 oz
1622,Lights On The Plaza,Vodka,450,6,"Sparkling wine, raspberry and cucumber",1 oz
